忠明平日PM2.5,埔里平日PM2.5,線西平日PM2.5,忠明假日PM2.5,埔里假日PM2.5,線西假日PM2.5
36 ,42 ,38 ,5 ,12 ,11 
33 ,47 ,42 ,7 ,13 ,10 
38 ,53 ,42 ,6 ,16 ,14 
43 ,55 ,41 ,11 ,15 ,21 
48 ,57 ,44 ,15 ,13 ,20 
50 ,47 ,49 ,22 ,9 ,13 
49 ,28 ,44 ,21 ,4 ,8 
63 ,27 ,30 ,21 ,9 ,10 
60 ,32 ,13 ,9 ,20 ,10 
50 ,33 ,5 ,10 ,22 ,7 
32 ,50 ,3 ,11 ,16 ,8 
25 ,59 ,7 ,16 ,13 ,8 
22 ,50 ,8 ,19 ,11 ,10 
13 ,49 ,6 ,20 ,12 ,10 
11 ,46 ,2 ,20 ,13 ,10 
14 ,41 ,0 ,26 ,17 ,12 
10 ,44 ,3 ,28 ,20 ,17 
18 ,43 ,6 ,28 ,15 ,11 
13 ,39 ,6 ,18 ,8 ,13 
23 ,43 ,8 ,14 ,10 ,15 
20 ,44 ,13 ,8 ,15 ,8 
23 ,43 ,12 ,9 ,14 ,9 
27 ,42 ,9 ,11 ,10 ,10 
27 ,41 ,12 ,14 ,13 ,6 
30 ,41 ,18 ,13 ,17 ,8 
19 ,44 ,23 ,7 ,14 ,13 
24 ,48 ,24 ,11 ,11 ,19 
29 ,47 ,22 ,15 ,12 ,21 
43 ,38 ,25 ,19 ,16 ,15 
41 ,33 ,20 ,15 ,13 ,12 
38 ,30 ,12 ,20 ,11 ,14 
33 ,26 ,16 ,27 ,16 ,16 
25 ,25 ,13 ,29 ,15 ,11 
22 ,31 ,9 ,23 ,14 ,7 
23 ,32 ,8 ,15 ,18 ,5 
24 ,20 ,8 ,16 ,16 ,6 
16 ,22 ,10 ,12 ,17 ,9 
9 ,24 ,12 ,11 ,22 ,8 
11 ,23 ,11 ,8 ,28 ,9 
18 ,25 ,9 ,20 ,29 ,10 
14 ,29 ,12 ,25 ,27 ,18 
12 ,28 ,14 ,31 ,23 ,24 
13 ,29 ,15 ,25 ,20 ,23 
14 ,32 ,17 ,22 ,23 ,20 
18 ,31 ,20 ,19 ,18 ,13 
15 ,31 ,19 ,18 ,16 ,8 
18 ,28 ,19 ,16 ,18 ,8 
19 ,23 ,22 ,13 ,18 ,10 
19 ,25 ,15 ,11 ,17 ,11 
19 ,27 ,9 ,15 ,19 ,11 
18 ,25 ,11 ,18 ,23 ,12 
19 ,27 ,18 ,19 ,22 ,14 
29 ,32 ,22 ,12 ,22 ,13 
27 ,26 ,21 ,12 ,18 ,9 
23 ,23 ,26 ,14 ,15 ,6 
19 ,24 ,35 ,16 ,14 ,10 
24 ,25 ,37 ,14 ,19 ,11 
25 ,20 ,30 ,12 ,26 ,4 
26 ,24 ,25 ,13 ,27 ,7 
28 ,35 ,25 ,10 ,22 ,11 
31 ,38 ,26 ,18 ,19 ,8 
37 ,40 ,20 ,15 ,22 ,5 
28 ,45 ,15 ,26 ,27 ,5 
25 ,46 ,19 ,33 ,37 ,19 
15 ,44 ,23 ,43 ,32 ,43 
18 ,47 ,21 ,44 ,30 ,50 
23 ,44 ,22 ,33 ,34 ,40 
29 ,43 ,25 ,29 ,33 ,28 
30 ,38 ,19 ,14 ,27 ,22 
25 ,38 ,18 ,21 ,24 ,15 
29 ,41 ,21 ,12 ,26 ,12 
30 ,38 ,16 ,16 ,22 ,15 
21 ,37 ,12 ,9 ,20 ,13 
18 ,35 ,11 ,10 ,23 ,10 
16 ,38 ,14 ,16 ,20 ,11 
25 ,45 ,19 ,9 ,22 ,12 
13 ,47 ,19 ,14 ,19 ,13 
11 ,37 ,16 ,10 ,16 ,13 
12 ,24 ,23 ,11 ,15 ,9 
21 ,30 ,28 ,11 ,14 ,8 
23 ,42 ,28 ,9 ,14 ,10 
29 ,39 ,29 ,14 ,14 ,6 
30 ,28 ,25 ,13 ,11 ,0 
33 ,22 ,23 ,18 ,7 ,8 
30 ,31 ,28 ,16 ,8 ,20 
33 ,40 ,26 ,15 ,12 ,23 
37 ,40 ,23 ,18 ,16 ,29 
33 ,42 ,27 ,18 ,15 ,30 
32 ,45 ,31 ,21 ,12 ,20 
25 ,48 ,31 ,14 ,11 ,16 
36 ,46 ,34 ,16 ,10 ,17 
43 ,61 ,43 ,9 ,9 ,18 
48 ,64 ,42 ,10 ,9 ,14 
56 ,63 ,44 ,9 ,11 ,8 
64 ,63 ,47 ,11 ,7 ,7 
67 ,68 ,44 ,12 ,9 ,8 
53 ,66 ,47 ,6 ,12 ,14 
48 ,63 ,57 ,4 ,15 ,18 
38 ,63 ,59 ,3 ,16 ,11 
42 ,65 ,48 ,9 ,13 ,10 
41 ,64 ,35 ,13 ,14 ,13 
41 ,56 ,29 ,12 ,12 ,11 
45 ,44 ,22 ,16 ,11 ,9 
39 ,39 ,22 ,18 ,14 ,12 
39 ,40 ,17 ,18 ,15 ,13 
29 ,39 ,16 ,22 ,17 ,6 
28 ,47 ,20 ,26 ,18 ,4 
27 ,56 ,20 ,24 ,19 ,7 
26 ,56 ,24 ,30 ,19 ,6 
32 ,58 ,27 ,30 ,18 ,12 
37 ,58 ,24 ,38 ,20 ,26 
42 ,59 ,29 ,32 ,22 ,29 
49 ,59 ,35 ,32 ,22 ,19 
56 ,57 ,40 ,23 ,22 ,15 
54 ,60 ,39 ,16 ,20 ,15 
43 ,57 ,37 ,13 ,19 ,17 
39 ,54 ,45 ,12 ,16 ,17 
39 ,55 ,55 ,10 ,16 ,10 
44 ,56 ,57 ,11 ,14 ,7 
42 ,58 ,55 ,13 ,12 ,8 
42 ,57 ,57 ,11 ,15 ,10 
41 ,57 ,55 ,7 ,14 ,12 
46 ,61 ,57 ,4 ,13 ,18 
49 ,65 ,57 ,12 ,15 ,13 
53 ,65 ,45 ,11 ,18 ,8 
59 ,55 ,42 ,13 ,15 ,8 
57 ,44 ,41 ,16 ,12 ,7 
51 ,44 ,35 ,13 ,13 ,14 
42 ,56 ,24 ,14 ,13 ,13 
32 ,65 ,23 ,10 ,14 ,4 
27 ,55 ,27 ,8 ,18 ,8 
26 ,48 ,30 ,12 ,22 ,12 
28 ,44 ,18 ,14 ,22 ,9 
27 ,38 ,11 ,20 ,18 ,12 
24 ,40 ,14 ,24 ,22 ,19 
24 ,46 ,11 ,24 ,22 ,22 
28 ,46 ,13 ,26 ,24 ,27 
29 ,48 ,18 ,18 ,23 ,29 
31 ,47 ,21 ,19 ,18 ,24 
32 ,41 ,24 ,16 ,20 ,20 
36 ,44 ,31 ,18 ,22 ,14 
40 ,47 ,35 ,19 ,23 ,8 
41 ,43 ,37 ,12 ,18 ,7 
43 ,44 ,39 ,10 ,12 ,8 
41 ,45 ,41 ,11 ,12 ,10 
35 ,41 ,43 ,11 ,14 ,15 
33 ,42 ,47 ,8 ,17 ,20 
37 ,44 ,50 ,9 ,20 ,21 
40 ,42 ,43 ,21 ,20 ,14 
46 ,38 ,36 ,26 ,14 ,13 
47 ,35 ,31 ,27 ,12 ,13 
43 ,33 ,26 ,18 ,15 ,15 
31 ,42 ,21 ,21 ,17 ,14 
24 ,49 ,20 ,20 ,22 ,4 
24 ,49 ,23 ,19 ,20 ,4 
23 ,46 ,26 ,15 ,17 ,12 
24 ,39 ,30 ,14 ,15 ,15 
29 ,34 ,28 ,19 ,11 ,13 
35 ,32 ,29 ,21 ,10 ,21 
32 ,35 ,34 ,25 ,10 ,35 
33 ,37 ,37 ,29 ,9 ,41 
39 ,38 ,47 ,23 ,12 ,34 
44 ,41 ,53 ,21 ,15 ,28 
42 ,41 ,54 ,8 ,15 ,29 
31 ,39 ,57 ,9 ,11 ,21 
29 ,38 ,61 ,7 ,14 ,14 
26 ,38 ,57 ,9 ,18 ,13 
25 ,34 ,51 ,7 ,15 ,16 
26 ,31 ,45 ,8 ,11 ,15 
24 ,31 ,45 ,10 ,15 ,14 
24 ,34 ,45 ,10 ,17 ,19 
27 ,35 ,36 ,16 ,13 ,21 
32 ,33 ,30 ,17 ,14 ,19 
41 ,29 ,32 ,19 ,17 ,15 
33 ,25 ,30 ,21 ,17 ,11 
31 ,26 ,23 ,27 ,11 ,10 
23 ,28 ,20 ,26 ,8 ,10 
28 ,32 ,16 ,23 ,11 ,12 
20 ,34 ,14 ,12 ,22 ,11 
20 ,31 ,16 ,15 ,25 ,10 
29 ,33 ,16 ,12 ,19 ,8 
35 ,37 ,22 ,22 ,20 ,9 
31 ,40 ,22 ,18 ,23 ,9 
30 ,43 ,25 ,23 ,19 ,14 
32 ,42 ,35 ,13 ,15 ,25 
30 ,35 ,36 ,13 ,13 ,34 
42 ,26 ,37 ,10 ,15 ,47 
37 ,27 ,38 ,13 ,19 ,49 
39 ,28 ,40 ,16 ,17 ,34 
36 ,27 ,46 ,11 ,14 ,15 
37 ,24 ,47 ,6 ,15 ,8 
37 ,19 ,43 ,6 ,15 ,8 
36 ,22 ,39 ,13 ,15 ,13 
35 ,25 ,37 ,13 ,14 ,18 
33 ,25 ,39 ,18 ,15 ,16 
35 ,28 ,42 ,24 ,22 ,24 
41 ,32 ,39 ,33 ,19 ,21 
43 ,26 ,32 ,36 ,17 ,10 
50 ,24 ,29 ,30 ,16 ,12 
44 ,25 ,26 ,24 ,14 ,18 
43 ,31 ,19 ,26 ,27 ,14 
25 ,47 ,18 ,23 ,32 ,8 
20 ,51 ,19 ,20 ,28 ,12 
11 ,54 ,19 ,11 ,29 ,16 
14 ,53 ,14 ,13 ,28 ,16 
15 ,51 ,4 ,13 ,29 ,19 
22 ,45 ,5 ,18 ,27 ,21 
21 ,38 ,12 ,18 ,28 ,18 
21 ,35 ,20 ,25 ,29 ,15 
18 ,37 ,27 ,18 ,28 ,14 
23 ,34 ,23 ,18 ,31 ,14 
0 ,0 ,,12 ,28 ,13 
5 ,0 ,,12 ,27 ,10 
6 ,0 ,,9 ,29 ,7 
3 ,0 ,,11 ,27 ,7 
0 ,0 ,,15 ,26 ,8 
0 ,2 ,5 ,15 ,24 ,10 
0 ,5 ,6 ,15 ,20 ,10 
0 ,2 ,5 ,17 ,24 ,12 
1 ,2 ,10 ,19 ,25 ,14 
8 ,3 ,16 ,13 ,19 ,12 
16 ,3 ,16 ,13 ,16 ,15 
16 ,2 ,13 ,11 ,17 ,18 
15 ,1 ,10 ,8 ,24 ,19 
14 ,1 ,14 ,11 ,25 ,19 
14 ,4 ,19 ,21 ,28 ,14 
16 ,10 ,15 ,27 ,29 ,16 
19 ,14 ,19 ,22 ,30 ,16 
22 ,17 ,17 ,20 ,35 ,12 
20 ,22 ,15 ,16 ,41 ,11 
18 ,24 ,20 ,19 ,46 ,9 
16 ,26 ,22 ,15 ,43 ,10 
25 ,26 ,25 ,15 ,33 ,9 
24 ,24 ,23 ,9 ,26 ,7 
27 ,22 ,24 ,12 ,27 ,7 
27 ,17 ,29 ,14 ,27 ,5 
28 ,19 ,28 ,15 ,24 ,8 
28 ,24 ,26 ,14 ,27 ,11 
19 ,18 ,22 ,10 ,31 ,7 
13 ,15 ,24 ,16 ,30 ,4 
14 ,15 ,24 ,12 ,29 ,5 
12 ,14 ,23 ,14 ,28 ,6 
16 ,9 ,26 ,11 ,29 ,4 
12 ,10 ,26 ,16 ,34 ,8 
22 ,15 ,30 ,21 ,33 ,11 
21 ,13 ,37 ,23 ,29 ,19 
24 ,10 ,34 ,23 ,30 ,26 
15 ,11 ,29 ,30 ,29 ,22 
18 ,16 ,25 ,31 ,27 ,16 
15 ,27 ,24 ,33 ,35 ,10 
21 ,29 ,30 ,28 ,43 ,13 
21 ,22 ,37 ,31 ,43 ,13 
28 ,26 ,35 ,27 ,39 ,13 
22 ,32 ,30 ,20 ,33 ,13 
23 ,38 ,21 ,14 ,27 ,10 
18 ,38 ,10 ,19 ,25 ,13 
19 ,32 ,9 ,27 ,27 ,14 
13 ,33 ,6 ,25 ,20 ,9 
13 ,34 ,6 ,19 ,14 ,9 
16 ,31 ,11 ,12 ,14 ,11 
13 ,29 ,11 ,15 ,15 ,12 
11 ,27 ,13 ,20 ,17 ,12 
14 ,20 ,20 ,16 ,13 ,10 
28 ,17 ,22 ,18 ,14 ,5 
29 ,18 ,24 ,12 ,18 ,5 
26 ,17 ,26 ,14 ,19 ,6 
20 ,17 ,31 ,9 ,18 ,7 
19 ,19 ,40 ,13 ,22 ,
25 ,22 ,35 ,13 ,23 ,
24 ,20 ,30 ,20 ,20 ,
29 ,19 ,33 ,19 ,17 ,
29 ,18 ,31 ,19 ,22 ,
29 ,20 ,27 ,15 ,27 ,
24 ,22 ,26 ,22 ,24 ,
20 ,25 ,25 ,19 ,27 ,9 
25 ,29 ,24 ,19 ,26 ,16 
27 ,31 ,22 ,14 ,16 ,11 
26 ,26 ,22 ,14 ,17 ,8 
21 ,23 ,24 ,14 ,14 ,9 
25 ,28 ,23 ,13 ,11 ,11 
31 ,28 ,21 ,12 ,12 ,8 
38 ,26 ,21 ,13 ,13 ,5 
38 ,28 ,22 ,10 ,15 ,7 
40 ,29 ,17 ,10 ,17 ,12 
41 ,22 ,19 ,7 ,20 ,10 
38 ,17 ,23 ,4 ,15 ,8 
29 ,19 ,21 ,13 ,11 ,17 
25 ,20 ,23 ,12 ,13 ,21 
23 ,19 ,21 ,15 ,9 ,22 
24 ,20 ,20 ,8 ,8 ,23 
20 ,23 ,18 ,8 ,14 ,21 
21 ,20 ,20 ,14 ,19 ,25 
16 ,20 ,24 ,19 ,18 ,24 
21 ,22 ,29 ,25 ,15 ,24 
16 ,19 ,39 ,26 ,13 ,28 
21 ,18 ,40 ,23 ,11 ,27 
21 ,23 ,38 ,23 ,11 ,24 
25 ,28 ,34 ,23 ,13 ,21 
20 ,27 ,31 ,30 ,14 ,16 
14 ,28 ,27 ,33 ,15 ,14 
12 ,32 ,19 ,29 ,15 ,17 
13 ,38 ,15 ,37 ,15 ,14 
19 ,41 ,15 ,33 ,15 ,16 
23 ,41 ,15 ,40 ,14 ,26 
22 ,39 ,17 ,36 ,14 ,28 
25 ,38 ,21 ,33 ,13 ,31 
19 ,42 ,20 ,30 ,14 ,29 
36 ,44 ,20 ,24 ,14 ,20 
42 ,38 ,25 ,30 ,11 ,13 
49 ,37 ,29 ,24 ,14 ,7 
41 ,29 ,27 ,22 ,15 ,8 
33 ,24 ,21 ,20 ,15 ,8 
29 ,22 ,25 ,19 ,12 ,7 
33 ,23 ,34 ,12 ,11 ,7 
38 ,26 ,41 ,6 ,16 ,10 
31 ,27 ,46 ,10 ,18 ,11 
32 ,22 ,41 ,10 ,15 ,8 
33 ,17 ,40 ,9 ,15 ,9 
45 ,14 ,39 ,5 ,17 ,8 
47 ,12 ,35 ,13 ,19 ,14 
49 ,17 ,35 ,13 ,18 ,17 
50 ,20 ,30 ,18 ,17 ,14 
43 ,24 ,26 ,16 ,17 ,11 
41 ,45 ,31 ,19 ,15 ,8 
39 ,60 ,25 ,18 ,18 ,8 
42 ,60 ,13 ,14 ,20 ,9 
38 ,59 ,10 ,11 ,23 ,10 
31 ,58 ,10 ,7 ,27 ,12 
38 ,59 ,8 ,11 ,25 ,14 
32 ,58 ,7 ,9 ,22 ,14 
30 ,59 ,5 ,9 ,19 ,8 
29 ,59 ,7 ,10 ,24 ,8 
43 ,54 ,19 ,8 ,25 ,11 
47 ,46 ,30 ,12 ,23 ,4 
48 ,44 ,38 ,5 ,15 ,2 
46 ,47 ,48 ,6 ,13 ,8 
47 ,42 ,49 ,4 ,17 ,10 
47 ,37 ,45 ,2 ,17 ,12 
44 ,39 ,42 ,4 ,13 ,17 
48 ,39 ,47 ,3 ,7 ,20 
47 ,41 ,56 ,11 ,5 ,21 
58 ,40 ,45 ,15 ,3 ,22 
67 ,35 ,29 ,13 ,2 ,21 
71 ,38 ,29 ,15 ,2 ,20 
69 ,41 ,31 ,10 ,2 ,13 
61 ,47 ,34 ,13 ,4 ,6 
57 ,57 ,31 ,7 ,4 ,6 
49 ,60 ,29 ,11 ,1 ,6 
45 ,62 ,26 ,9 ,1 ,7 
46 ,66 ,21 ,9 ,4 ,7 
42 ,65 ,14 ,9 ,7 ,8 
42 ,62 ,15 ,6 ,5 ,11 
43 ,50 ,21 ,5 ,2 ,11 
45 ,39 ,24 ,0 ,1 ,8 
40 ,38 ,30 ,9 ,3 ,11 
31 ,37 ,30 ,14 ,3 ,20 
22 ,32 ,25 ,13 ,5 ,19 
18 ,32 ,27 ,12 ,11 ,16 
19 ,27 ,27 ,7 ,14 ,15 
22 ,20 ,28 ,4 ,13 ,11 
25 ,20 ,31 ,6 ,13 ,9 
26 ,23 ,28 ,5 ,14 ,10 
23 ,27 ,31 ,11 ,16 ,10 
26 ,39 ,38 ,9 ,15 ,13 
31 ,42 ,34 ,13 ,10 ,19 
39 ,37 ,33 ,8 ,13 ,18 
38 ,32 ,30 ,9 ,15 ,18 
30 ,31 ,30 ,9 ,20 ,25 
25 ,27 ,34 ,12 ,18 ,24 
28 ,22 ,33 ,13 ,17 ,17 
31 ,20 ,33 ,7 ,20 ,20 
39 ,25 ,29 ,10 ,16 ,21 
31 ,32 ,21 ,13 ,17 ,17 
30 ,46 ,19 ,15 ,16 ,20 
28 ,57 ,18 ,13 ,12 ,24 
29 ,60 ,19 ,13 ,13 ,23 
30 ,60 ,18 ,16 ,17 ,18 
27 ,56 ,20 ,20 ,16 ,18 
32 ,53 ,35 ,13 ,12 ,20 
32 ,46 ,43 ,13 ,11 ,18 
49 ,34 ,46 ,5 ,10 ,18 
50 ,31 ,42 ,12 ,11 ,20 
54 ,27 ,39 ,7 ,9 ,22 
42 ,26 ,36 ,10 ,7 ,25 
41 ,28 ,35 ,9 ,10 ,25 
37 ,26 ,42 ,9 ,15 ,25 
32 ,24 ,37 ,16 ,16 ,22 
26 ,20 ,31 ,8 ,17 ,22 
25 ,23 ,35 ,20 ,18 ,25 
27 ,23 ,34 ,12 ,18 ,21 
31 ,24 ,31 ,21 ,13 ,22 
31 ,24 ,28 ,22 ,10 ,21 
33 ,19 ,16 ,22 ,17 ,18 
31 ,14 ,9 ,18 ,21 ,19 
29 ,10 ,17 ,20 ,25 ,17 
26 ,12 ,13 ,28 ,24 ,16 
19 ,22 ,11 ,23 ,19 ,22 
15 ,29 ,11 ,22 ,20 ,20 
10 ,30 ,9 ,20 ,24 ,19 
12 ,23 ,17 ,27 ,16 ,28 
16 ,15 ,26 ,26 ,14 ,32 
15 ,19 ,23 ,24 ,15 ,29 
15 ,20 ,15 ,25 ,12 ,29 
25 ,19 ,22 ,22 ,9 ,28 
18 ,26 ,18 ,23 ,8 ,22 
10 ,25 ,15 ,20 ,11 ,20 
10 ,20 ,17 ,15 ,14 ,20 
8 ,17 ,17 ,20 ,13 ,22 
8 ,19 ,15 ,25 ,15 ,27 
3 ,20 ,18 ,32 ,17 ,30 
7 ,19 ,18 ,27 ,14 ,24 
7 ,22 ,18 ,24 ,16 ,13 
13 ,20 ,14 ,24 ,25 ,15 
15 ,20 ,14 ,25 ,24 ,18 
23 ,18 ,19 ,27 ,18 ,18 
24 ,17 ,21 ,24 ,22 ,22 
23 ,24 ,21 ,29 ,20 ,26 
16 ,25 ,23 ,25 ,18 ,19 
19 ,33 ,31 ,26 ,24 ,17 
19 ,49 ,35 ,21 ,23 ,19 
27 ,51 ,32 ,21 ,20 ,15 
33 ,49 ,33 ,23 ,25 ,14 
40 ,51 ,39 ,22 ,26 ,18 
38 ,55 ,42 ,25 ,27 ,22 
38 ,56 ,38 ,23 ,28 ,24 
37 ,53 ,37 ,31 ,29 ,27 
43 ,47 ,45 ,33 ,29 ,26 
48 ,44 ,50 ,33 ,23 ,29 
44 ,45 ,48 ,30 ,18 ,33 
42 ,45 ,43 ,30 ,17 ,37 
37 ,39 ,42 ,33 ,16 ,35 
40 ,37 ,44 ,23 ,18 ,25 
47 ,32 ,41 ,22 ,18 ,17 
44 ,33 ,42 ,16 ,18 ,17 
49 ,43 ,45 ,27 ,23 ,27 
45 ,43 ,41 ,22 ,19 ,33 
53 ,38 ,37 ,26 ,13 ,39 
40 ,31 ,37 ,28 ,18 ,37 
36 ,28 ,34 ,29 ,25 ,29 
30 ,37 ,38 ,35 ,25 ,32 
32 ,49 ,45 ,33 ,27 ,29 
26 ,49 ,45 ,32 ,37 ,21 
21 ,44 ,48 ,26 ,38 ,20 
28 ,39 ,47 ,19 ,31 ,23 
33 ,37 ,44 ,23 ,32 ,25 
39 ,39 ,40 ,23 ,30 ,24 
38 ,44 ,37 ,32 ,28 ,29 
41 ,45 ,39 ,32 ,32 ,33 
47 ,41 ,34 ,36 ,38 ,29 
44 ,42 ,32 ,28 ,37 ,31 
41 ,45 ,35 ,25 ,38 ,31 
39 ,40 ,39 ,29 ,43 ,33 
40 ,39 ,36 ,33 ,41 ,34 
37 ,41 ,30 ,36 ,27 ,33 
35 ,38 ,26 ,41 ,18 ,37 
30 ,38 ,23 ,35 ,23 ,38 
33 ,40 ,22 ,41 ,20 ,39 
36 ,40 ,20 ,35 ,20 ,35 
36 ,40 ,20 ,37 ,28 ,31 
26 ,39 ,17 ,37 ,27 ,33 
22 ,38 ,14 ,40 ,24 ,38 
22 ,32 ,18 ,39 ,26 ,41 
22 ,27 ,23 ,47 ,28 ,35 
22 ,32 ,26 ,44 ,30 ,29 
20 ,38 ,23 ,49 ,35 ,26 
25 ,37 ,20 ,42 ,40 ,19 
28 ,40 ,21 ,18 ,45 ,14 
30 ,43 ,20 ,11 ,47 ,14 
19 ,40 ,15 ,28 ,45 ,15 
18 ,37 ,14 ,35 ,38 ,23 
19 ,34 ,18 ,43 ,32 ,31 
24 ,44 ,20 ,39 ,33 ,27 
23 ,45 ,20 ,32 ,37 ,37 
22 ,37 ,18 ,31 ,41 ,49 
23 ,39 ,18 ,29 ,41 ,47 
13 ,38 ,17 ,36 ,40 ,47 
14 ,38 ,16 ,29 ,37 ,39 
11 ,41 ,20 ,30 ,38 ,34 
18 ,43 ,19 ,25 ,37 ,36 
13 ,40 ,15 ,22 ,35 ,36 
14 ,40 ,15 ,25 ,38 ,34 
12 ,43 ,16 ,29 ,35 ,34 
14 ,39 ,12 ,37 ,39 ,41 
13 ,38 ,10 ,44 ,48 ,44 
16 ,38 ,12 ,47 ,48 ,36 
15 ,33 ,14 ,45 ,37 ,31 
18 ,35 ,16 ,37 ,31 ,26 
14 ,37 ,20 ,33 ,33 ,24 
18 ,39 ,24 ,26 ,41 ,26 
19 ,43 ,20 ,25 ,37 ,21 
15 ,45 ,14 ,22 ,32 ,19 
13 ,43 ,12 ,26 ,37 ,16 
15 ,41 ,11 ,30 ,39 ,16 
13 ,37 ,13 ,31 ,35 ,23 
19 ,32 ,15 ,32 ,35 ,27 
15 ,35 ,13 ,33 ,40 ,35 
20 ,38 ,11 ,38 ,34 ,35 
15 ,39 ,13 ,44 ,33 ,34 
16 ,41 ,16 ,43 ,32 ,35 
15 ,40 ,16 ,48 ,32 ,35 
15 ,39 ,15 ,48 ,34 ,36 
8 ,42 ,14 ,47 ,32 ,39 
9 ,41 ,14 ,46 ,34 ,40 
4 ,40 ,18 ,44 ,34 ,34 
10 ,40 ,21 ,48 ,34 ,33 
15 ,38 ,17 ,41 ,38 ,34 
19 ,41 ,15 ,43 ,43 ,36 
19 ,44 ,16 ,45 ,45 ,41 
12 ,43 ,18 ,48 ,46 ,40 
18 ,40 ,20 ,61 ,41 ,33 
26 ,37 ,26 ,51 ,33 ,31 
30 ,34 ,28 ,46 ,44 ,37 
31 ,37 ,24 ,29 ,54 ,33 
27 ,39 ,21 ,29 ,62 ,27 
29 ,42 ,22 ,32 ,63 ,25 
27 ,45 ,25 ,39 ,51 ,27 
23 ,50 ,25 ,38 ,50 ,28 
22 ,59 ,24 ,31 ,49 ,20 
23 ,62 ,23 ,29 ,47 ,20 
20 ,54 ,21 ,35 ,53 ,25 
14 ,53 ,21 ,36 ,56 ,24 
11 ,54 ,23 ,35 ,54 ,27 
19 ,39 ,22 ,30 ,49 ,33 
10 ,39 ,16 ,37 ,45 ,39 
16 ,29 ,12 ,43 ,47 ,38 
7 ,29 ,11 ,41 ,51 ,35 
5 ,33 ,14 ,45 ,49 ,32 
7 ,33 ,15 ,46 ,47 ,35 
8 ,40 ,15 ,50 ,49 ,44 
9 ,35 ,17 ,44 ,51 ,43 
9 ,29 ,22 ,41 ,54 ,39 
13 ,38 ,19 ,50 ,56 ,40 
24 ,45 ,16 ,54 ,56 ,45 
25 ,38 ,18 ,47 ,51 ,47 
37 ,31 ,22 ,43 ,49 ,45 
31 ,29 ,26 ,44 ,50 ,42 
40 ,25 ,27 ,48 ,51 ,31 
29 ,29 ,29 ,40 ,61 ,22 
33 ,38 ,31 ,39 ,65 ,26 
25 ,44 ,28 ,36 ,58 ,29 
25 ,55 ,21 ,39 ,47 ,30 
26 ,60 ,16 ,38 ,48 ,36 
27 ,59 ,13 ,45 ,56 ,41 
22 ,64 ,17 ,49 ,54 ,40 
20 ,65 ,18 ,51 ,53 ,38 
16 ,63 ,16 ,44 ,53 ,29 
23 ,60 ,21 ,29 ,55 ,16 
16 ,57 ,31 ,16 ,53 ,13 
24 ,60 ,36 ,7 ,43 ,15 
23 ,55 ,35 ,12 ,34 ,11 
31 ,48 ,36 ,5 ,32 ,8 
33 ,47 ,36 ,8 ,28 ,5 
35 ,42 ,28 ,2 ,28 ,9 
38 ,39 ,28 ,9 ,32 ,14 
44 ,41 ,28 ,6 ,34 ,11 
54 ,51 ,24 ,10 ,30 ,10 
61 ,61 ,31 ,12 ,28 ,11 
63 ,65 ,49 ,16 ,31 ,8 
55 ,66 ,57 ,21 ,29 ,13 
50 ,60 ,52 ,16 ,26 ,20 
50 ,51 ,44 ,14 ,31 ,17 
58 ,46 ,37 ,9 ,37 ,8 
54 ,43 ,37 ,10 ,19 ,0 
57 ,47 ,44 ,12 ,7 ,6 
71 ,53 ,59 ,8 ,9 ,8 
91 ,57 ,58 ,5 ,9 ,2 
96 ,57 ,43 ,2 ,8 ,4 
96 ,51 ,26 ,6 ,11 ,4 
96 ,50 ,12 ,10 ,8 ,6 
98 ,51 ,17 ,12 ,0 ,6 
106 ,49 ,19 ,9 ,2 ,7 
101 ,43 ,19 ,3 ,3 ,2 
106 ,34 ,19 ,0 ,4 ,0 
94 ,26 ,19 ,0 ,5 ,0 
108 ,24 ,24 ,4 ,7 ,2 
110 ,30 ,29 ,7 ,3 ,4 
106 ,24 ,32 ,11 ,1 ,0 
80 ,15 ,24 ,6 ,2 ,0 
76 ,22 ,15 ,7 ,7 ,0 
59 ,18 ,14 ,4 ,12 ,6 
48 ,16 ,23 ,6 ,12 ,8 
33 ,23 ,31 ,2 ,11 ,8 
44 ,30 ,32 ,6 ,9 ,9 
63 ,38 ,34 ,4 ,5 ,5 
54 ,41 ,31 ,10 ,0 ,0 
50 ,43 ,22 ,4 ,1 ,1 
37 ,47 ,21 ,9 ,8 ,11 
24 ,56 ,21 ,7 ,8 ,10 
26 ,68 ,19 ,11 ,7 ,7 
12 ,76 ,18 ,11 ,9 ,8 
21 ,59 ,17 ,14 ,11 ,9 
10 ,49 ,16 ,16 ,12 ,13 
14 ,58 ,14 ,10 ,9 ,12 
9 ,54 ,12 ,13 ,5 ,11 
16 ,57 ,10 ,11 ,7 ,8 
13 ,57 ,13 ,15 ,5 ,6 
20 ,50 ,11 ,12 ,4 ,5 
10 ,46 ,11 ,10 ,4 ,4 
12 ,33 ,12 ,9 ,4 ,2 
6 ,29 ,8 ,10 ,1 ,4 
13 ,32 ,8 ,11 ,0 ,7 
14 ,32 ,13 ,7 ,5 ,8 
20 ,30 ,17 ,2 ,13 ,7 
20 ,32 ,21 ,0 ,12 ,4 
27 ,32 ,22 ,8 ,9 ,3 
28 ,31 ,19 ,12 ,7 ,9 
37 ,29 ,19 ,14 ,10 ,14 
