San Francisco bikes_available,"San Jose
docks_available"
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
11,15
11,15
11,15
11,15
12,14
12,14
12,14
12,14
12,14
12,14
11,15
11,15
11,15
11,15
11,15
11,15
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
10,16
10,16
10,16
10,16
10,16
10,16
10,16
10,16
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,18
9,18
9,18
9,18
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,19
8,19
8,19
8,19
8,19
8,18
8,18
8,18
9,17
9,17
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,17
9,17
9,17
9,17
9,17
9,18
9,18
9,18
9,18
9,18
9,17
9,17
9,17
9,17
9,17
9,18
9,18
9,18
9,18
9,18
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,18
9,18
9,18
9,18
9,18
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,17
9,17
9,17
9,17
9,17
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,17
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,17
9,17
9,17
9,15
9,15
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,15
11,15
11,15
11,15
12,14
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,14
12,14
12,14
12,14
12,14
12,14
13,13
13,13
13,13
13,13
13,13
13,13
13,13
13,13
13,13
13,13
13,13
13,13
13,13
13,13
14,12
14,12
14,12
14,12
15,11
15,12
15,12
15,12
15,11
15,11
16,11
16,11
16,11
15,12
15,12
15,12
15,12
15,12
16,11
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
17,10
17,10
17,10
17,10
17,10
17,10
17,10
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
12,15
12,15
12,15
12,15
12,15
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
14,13
14,13
14,13
14,13
13,14
13,14
13,14
13,14
13,14
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
13,14
13,14
13,14
13,14
13,14
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
16,11
16,11
16,11
16,11
16,11
16,11
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
14,13
14,13
14,13
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
13,14
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
9,18
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
8,19
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
12,15
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
10,17
10,17
10,17
10,17
10,17
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
11,16
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
12,15
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
13,14
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
14,13
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
15,12
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
17,10
17,10
17,10
17,10
17,10
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
19,8
19,8
19,8
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
18,9
17,10
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
16,11
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
17,10
