忠明 PM10,忠明 PM2.5,忠明 RH,忠明 Temp,忠明 Rain,忠明 Wind
31,15,49,29,0,2.3
39,14,51,29,0,2.4
27,13,51,29,0,2.2
31,9,56,27,0,1.8
20,7,66,26,0,1.6
23,2,71,25,0,1.4
23,2,73,25,0,1.4
22,4,73,27,0,1.9
27,6,74,27,0,2
25,2,75,26,0,1.8
27,3,77,25,0,1.4
21,7,76,24,0,1.2
17,15,77,26,0,1.7
27,16,78,25,0,1.3
33,13,79,24,0,1.3
35,9,76,24,0,1.1
33,12,75,26,0,1.8
33,16,69,26,0,1.7
34,16,60,30,0,2.9
33,10,55,28,0,2.3
24,10,53,29,0,2.2
26,14,54,29,0,2.3
25,15,57,30,0,2.5
29,16,59,32,0,3.2
25,9,54,31,0,2.9
21,9,56,30,0,2.6
20,6,57,27,0,1.9
20,10,60,27,0,1.9
30,10,64,26,0,1.7
30,11,63,29,0,2.6
35,16,65,27,0,2
28,13,66,26,0,1.7
33,22,68,26,0,1.5
38,22,68,26,0,1.6
41,23,71,26,0,1.6
45,20,73,24,0,1.3
33,18,74,24,0,1.1
34,25,74,26,0,1.6
23,21,73,27,0,1.8
18,14,73,26,0,1.6
15,10,71,26,0,1.5
11,5,64,27,0,1.7
25,8,58,28,0,2.2
22,6,54,29,0,2.5
28,8,55,26,0,1.4
19,9,53,28,0,2.1
27,7,54,28,0,2.2
30,14,53,28,0,2
33,16,54,28,0,2.2
27,15,57,28,0,2
23,13,57,28,0,2
22,12,54,29,0,2.2
27,16,60,30,0,2.6
33,15,63,28,0,2.1
51,22,65,28,0,2.5
64,29,68,25,0,1.6
76,40,69,26,0,1.9
73,49,70,25,0,1.4
71,50,72,24,0,1.1
64,47,72,24,0,1.1
50,36,73,24,0,1.2
37,30,71,25,0,1.3
21,22,72,26,0,1.6
20,18,71,26,0,1.5
17,14,67,25,0,1.2
29,16,62,26,0,1.4
27,13,58,28,0,2
27,18,54,26,0,1.3
28,11,51,26,0,1.4
28,13,49,25,0,1
32,10,52,28,0,2
26,8,53,28,0,2.1
27,13,55,29,0,2.4
24,12,59,29,0,2.5
20,11,65,30,0,2.6
16,4,67,26,0,1.6
17,3,70,23,0,0.7
17,4,73,26,0,1.7
17,9,74,25,0,1.2
15,5,72,24,0,1.1
14,4,73,25,0,1.2
14,1,75,24,0,1.1
8,6,78,25,0,1.4
9,8,76,26,0,1.5
12,13,74,27,0,1.9
18,15,73,27,0,1.7
18,13,73,25,0,1.3
17,5,73,24,0,1.1
25,9,71,23,0,0.8
30,13,66,23,0,0.7
35,24,61,22,0,0.4
27,18,54,24,0,0.8
25,18,54,24,0,0.8
34,21,58,27,0,1.7
37,28,55,24,0,0.9
40,28,50,27,0,1.6
37,18,52,27,0,1.8
33,13,57,25,0,1.2
31,13,58,25,0,1.2
20,19,57,26,0,1.2
18,19,63,28,0,1.9
14,11,68,25,0,1.1
18,11,71,23,0,0.6
26,16,73,24,0,1
30,23,72,24,0,0.9
30,23,72,24,0,1
31,24,75,25,0,1.2
35,29,73,25,0,1.3
33,29,74,24,0,0.9
32,25,75,23,0,0.7
32,32,75,23,0,0.6
38,37,74,23,0,0.7
46,39,75,23,0,0.6
53,30,72,22,0,0.6
57,33,66,22,0,0.6
57,35,60,22,0,0.4
54,38,58,23,0,0.7
48,27,59,24,0,0.9
44,27,59,27,0,1.9
35,22,55,28,0,2.1
35,29,55,29,0,2.2
34,23,57,25,0,1.1
36,21,58,27,0,1.8
28,12,60,26,0,1.4
16,9,60,24,0,0.7
11,5,63,26,0,1.3
11,10,65,25,0,1.2
11,7,66,22,0,0.3
14,16,73,26,0,1.4
24,24,75,24,0,1
22,26,76,26,0,1.4
26,28,74,25,0,1.3
20,20,74,24,0,1
21,14,74,24,0,1.1
9,11,74,25,0,1.3
5,4,74,23,0,0.6
5,10,73,24,0,0.7
13,9,68,24,0,0.8
12,13,59,25,0,1
24,15,57,24,0,0.9
33,22,56,26,0,1.5
46,26,58,27,0,1.8
39,22,60,26,0,1.4
34,23,61,25,0.8,1.1
32,21,83,26,25,1.8
33,23,80,26,0,1.6
31,18,78,21,12,0.3
18,18,85,22,0.6,0.4
12,13,85,23,2.2,0.6
11,15,85,23,2.2,0.8
17,16,90,23,6.8,0.7
19,15,91,23,0.2,0.7
11,14,91,25,11,1.4
5,12,93,23,0.8,0.6
3,6,90,21,0,0.1
1,4,91,25,0,1.3
1,9,89,23,0,0.6
7,10,91,23,0,0.6
9,11,93,21,0,0.3
12,10,92,24,0,1
15,16,90,21,0,0.2
27,20,82,21,0,0.3
30,23,69,26,0,1.5
30,15,61,26,0,1.6
30,12,57,26,0,1.4
31,6,55,24,0,1.1
38,7,70,26,1.4,1.8
31,9,79,23,0,1
33,16,78,23,0.8,0.7
25,10,85,26,0,1.8
23,12,81,25,0.8,1.5
23,13,87,21,4.2,0.3
14,14,88,24,0,1.1
7,14,85,26,0.4,1.4
6,11,86,23,0.2,0.8
4,10,86,23,0,0.6
4,13,85,24,0,1
6,10,85,25,0,1.2
8,14,85,24,0,0.9
9,12,87,23,0,0.8
12,12,87,22,0,0.5
10,5,89,22,0,0.5
9,5,89,23,0,0.8
3,5,88,23,0,0.8
6,6,86,24,0,1
10,4,80,25,0,1.3
13,4,67,27,0,1.7
15,5,61,28,0,2.2
20,12,56,29,0,2.4
27,14,53,29,0,2.3
31,19,56,28,0,2.1
42,14,57,28,0,2.2
44,14,55,29,0,2.6
46,14,59,29,0,2.7
47,13,65,30,0,3.1
42,13,65,27,0,2.1
52,15,66,25,0,1.6
43,12,66,27,0,2.2
33,18,68,28,0,2.1
16,13,69,25,0,1.2
15,13,71,26,0,1.4
20,13,72,27,0,1.8
23,9,75,24,0,1.2
23,7,75,24,0,1.1
18,10,76,25,0,1.3
12,12,74,26,0,1.5
10,13,75,25,0,1.2
10,8,78,26,0,1.6
16,5,77,24,0,1.1
18,3,72,24,0,1.2
20,7,66,28,0,2.2
22,9,62,27,0,1.8
25,10,55,28,0,2.2
33,10,50,29,0,2.5
33,13,52,28,0,2
47,20,59,28,0,2.4
49,22,59,30,0,2.8
51,23,58,30,0,2.8
55,18,60,28,0,2.3
50,20,62,27,0,2
55,15,64,32,0,2.5
63,21,67,31,0,2.3
63,22,69,30,0,2.1
49,16,71,30,0,1.7
31,13,71,30,0,1.5
28,11,73,29,0,2.2
30,19,73,29,0,2.1
38,13,75,29,0,1.7
35,13,75,29,0,1.5
30,7,75,28,0,1.3
23,12,75,28,0,1.3
23,5,74,28,0,1.3
25,7,71,29,0,1.6
29,6,68,30,0,2.2
25,11,59,32,0,2.3
26,15,56,33,0,2.7
36,22,53,34,0,2.2
45,21,53,35,0,2.1
41,21,56,35,0,3
35,9,56,35,0,2.6
33,10,56,35,0,2.8
38,11,57,34,0,2.2
33,16,61,33,0,2
35,19,62,33,0,1.7
41,20,63,32,0,1.6
43,20,64,31,0,1.7
43,26,67,31,0,2.5
42,28,71,30,0,2.5
42,28,72,30,0,1.9
36,18,71,30,0,1.8
29,14,73,29,0,2.1
22,8,73,29,0,2.2
23,9,74,29,0,1.7
23,11,74,29,0,1.5
22,14,71,29,0,1.4
18,13,74,28,0,1.5
18,7,74,29,0,1.8
16,11,66,30,0,1.8
18,15,61,32,0,2.9
20,19,57,33,0,2.8
37,15,53,34,0,3
50,20,50,35,0,2.5
61,27,51,35,0,2.3
56,29,49,36,0,2.7
51,23,53,35,0,2.7
38,15,57,34,0,3
30,16,58,33,0,2.5
23,12,61,33,0,2.2
16,11,64,32,0,1.7
18,8,68,31,0,1.4
30,20,69,31,0,2.3
45,25,70,30,0,1.9
48,31,72,30,0,1.9
43,25,73,30,0,2.2
32,22,75,29,0,1.8
25,19,77,29,0,1.5
21,18,78,29,0,1.6
17,16,79,29,0,1.7
15,13,78,29,0,1.6
12,11,78,28,0,1.6
18,15,77,29,0,1.5
23,18,73,30,0,1.8
23,19,66,31,0,2.4
31,12,61,32,0,2.6
32,12,63,32,0.6,1.9
37,14,77,29,1,0.9
28,16,63,33,0,1.8
27,14,61,34,0,2.2
24,12,56,34,0,2.5
23,13,54,34,0,1.9
27,10,57,34,0,2
37,18,62,33,0,1.9
41,15,67,32,0,1
45,26,64,31,0,1.9
52,33,65,31,0,1.6
65,43,66,30,0,1.4
72,44,68,30,0,1.7
56,33,71,30,0,1.7
46,29,73,29,0,1.9
38,14,74,29,0,1.4
33,21,74,29,0,1.3
25,12,75,29,0,1.5
15,16,76,28,0,1.1
24,9,77,28,0,1.3
27,10,77,29,0,1.2
23,16,72,30,0,2
19,9,67,31,0,1.9
24,14,67,31,0,1.9
29,10,63,32,0,2.3
29,11,67,31,0,2.2
17,11,76,30,0.2,1.5
17,9,65,32,0,2.1
19,14,59,33,0,2.3
28,13,66,32,0,2.6
33,18,62,33,0,2.4
28,16,63,32,0,2.1
34,15,63,32,0,1.8
34,18,62,31,0,1.5
38,18,64,31,0,1.5
32,21,66,30,0,1.9
27,14,70,29,0,1.4
29,16,71,29,0,1.8
30,9,73,29,0,1.5
27,10,71,28,0,1
20,9,71,29,0,1.6
15,11,72,28,0,1.3
18,12,71,28,0,1.5
12,6,71,28,0,1.2
8,4,71,28,0,1.9
8,3,66,29,0,2.3
18,9,61,31,0,2
37,13,63,32,0,2.4
39,12,60,33,0,2.2
43,16,61,33,0,2.4
29,18,57,34,0,2.3
33,18,54,34,0,2.5
45,22,51,34,0,2.4
57,26,48,34,0,2.4
59,24,49,34,0,2.2
56,30,54,33,0,3
52,30,57,32,0,3.2
58,38,62,31,0,2.5
61,32,67,30,0,2.4
57,32,70,30,0,2.3
39,23,70,30,0,1.5
27,16,70,29,0,1.9
19,13,72,29,0,1.5
18,12,72,29,0,1.6
17,10,69,29,0,1.5
22,11,68,29,0,1.7
17,13,68,28,0,1.2
15,11,70,28,0,1.4
13,7,68,28,0,1.5
15,4,65,29,0,1.3
18,12,62,31,0,2.3
12,11,61,32,0,2.6
15,13,56,33,0,3.3
22,16,54,34,0,2.4
36,13,52,35,0,2.7
41,14,59,34,0,2.8
30,10,60,34,0,2.9
23,8,63,33,0,2.5
30,12,62,33,0,2
41,14,62,32,0,2.5
52,20,65,31,0,2
45,24,68,31,0,2
45,24,69,30,0,1.6
38,26,71,30,0,2.1
39,18,74,29,0,2.2
29,19,75,29,0,2
27,16,76,29,0,1.7
21,18,76,29,0,1.6
23,19,73,29,0,1.7
18,12,72,29,0,1.5
17,10,72,28,0,1.3
13,11,72,28,0,1.3
12,11,69,29,0,1.6
14,8,68,30,0,1.6
21,9,66,31,0,2
25,21,63,32,0,2.4
31,26,62,32,0,2.2
29,27,57,34,0,2.5
39,18,61,34,0,2.4
39,21,58,34,0,2.1
51,20,58,34,0,3.1
51,19,56,34,0,3.2
50,15,53,33,0,2.7
37,14,56,32,0,2.1
43,19,61,31,0,2.5
47,21,64,31,0,1.8
57,25,65,31,0,1.6
43,29,65,30,0,1.2
35,23,66,30,0,1.2
29,21,68,30,0,1.2
30,8,69,29,0,1.4
20,9,70,29,0,1.4
20,7,70,28,0,1.1
15,9,70,28,0,1.1
17,7,71,28,0,1.1
8,8,70,28,0,0.9
7,10,69,28,0,1.2
5,10,65,29,0,1.3
12,16,61,30,0,1.4
13,17,56,33,0,1.6
19,19,54,33,0,2
25,21,64,33,0,2.1
35,27,63,33,0,2.2
42,26,62,33,0,2.7
38,23,57,34,0,2.2
29,12,56,34,0,2.3
18,15,60,33,0,1.9
23,12,62,32,0,1.4
31,22,63,31,0,1.7
40,18,63,30,0,1.5
41,23,65,30,0,1.8
34,13,67,29,0,1.9
25,13,71,29,0,0.9
14,10,72,29,0,0.8
10,13,71,29,0,0.3
13,16,74,28,0,0.9
16,11,74,28,0,0.7
14,6,77,28,0,1
17,6,78,27,0,0.8
15,13,77,27,0,0.9
17,13,76,28,0,0.7
18,18,73,29,0,0.9
26,24,71,30,0,0.9
38,33,67,31,0,0.6
46,36,68,31,0,1.6
49,30,67,31,0,1.5
38,24,65,32,0,1.5
36,26,63,32,0,1.4
26,23,61,32,0,1.8
27,20,62,31,0,1.7
21,11,62,31,0,1.8
28,13,66,31,0,0.7
28,13,69,30,0,1.1
33,18,73,29,0,0.7
28,18,74,29,0,0.8
33,25,74,29,0,0.9
26,18,77,28,0,1.1
28,18,78,28,0,1.2
24,12,79,28,0,1.4
20,12,78,28,0,2
17,9,78,28,0,1.7
14,11,78,27,0,1
11,15,78,27,0,0.7
8,15,79,27,0,0.8
7,15,76,28,0,0.5
12,17,70,29,0,1.3
17,19,66,30,0,0.6
25,13,67,31,0,1.3
30,13,71,30,0,2.2
38,11,70,31,0,1.8
32,8,66,32,0,1.6
36,11,67,32,0,1.4
32,21,67,32,0,2
38,27,66,32,0,1.9
38,22,69,32,0,1.6
44,20,72,31,0,1.5
41,16,74,30,0,1.8
33,19,77,30,0,0.9
25,15,80,29,0,1.3
21,15,82,29,0,1.3
23,9,83,28,0,1.7
24,12,83,28,0,1.2
25,14,83,28,0,1.2
23,15,84,28,0,0.9
19,14,85,28,0,0.7
12,10,84,28,0,1.1
13,16,83,28,0,0.8
15,12,83,28,0,0.8
23,14,81,29,0,0.7
23,11,83,29,0,1.5
30,16,79,30,0,1
39,21,73,31,0,1.6
49,23,70,32,0,0.9
48,23,65,33,0,1.7
52,30,65,33,0,1.8
52,31,65,33,0,2.2
60,33,66,32,0,1.9
55,28,69,31,0,1.7
52,31,71,30,0,1.4
44,27,72,30,0,1.3
45,20,73,30,0,1.5
42,14,75,30,0,0.8
44,19,75,29,0,0.5
40,27,77,29,0,0.3
43,25,80,29,0,0.9
43,19,83,28,0,1
43,12,84,28,0,1.9
42,15,84,27,0,0.8
38,20,83,28,0,0.9
34,16,82,28,0,1
21,18,82,28,0,1.2
20,12,83,28,0,0.9
15,14,83,28,0,1.2
21,9,81,28,0,0.7
23,13,78,29,0,0.6
29,13,73,30,0,1.7
36,20,68,31,0,1.6
36,19,65,32,0,1.8
38,19,67,32,0,2.5
40,15,67,32,0,1.7
46,22,68,31,0,2.8
41,19,74,30,0,2.2
36,19,83,28,6.4,1.3
22,14,87,28,0,0.8
24,14,86,28,0,1.5
23,14,86,28,0,1.5
25,13,86,28,0,1.4
20,12,87,27,0.2,0.3
14,13,90,27,0,0.3
20,10,87,27,0,1.4
22,10,88,27,0,1.2
24,7,90,27,0,1.5
25,4,89,27,0,1.5
24,13,87,27,0,1.2
27,12,88,27,0,1.2
21,15,87,27,0,1.1
19,8,83,27,0,0.8
21,8,81,28,0,1
22,14,76,29,0,1
21,19,68,31,0,0.8
24,25,69,31,0,2.1
31,26,76,30,0,1.2
39,23,78,29,0,1.7
42,23,78,29,0,1.3
46,23,81,29,0.2,1.2
53,30,83,28,0,1
54,33,85,28,0.2,0.4
52,29,84,28,0.4,0.3
51,37,85,28,0,0.9
52,33,86,28,0,1.2
57,40,88,28,0,1.7
53,36,87,28,0,1.5
58,33,88,28,0,1.4
47,30,87,28,0,1.1
55,24,88,27,0,0.3
55,30,87,27,0,1
53,24,83,27,0,0.7
43,22,84,27,0,1.1
38,20,85,27,0,1
37,19,82,27,0,0.8
25,12,81,27,0,0.9
16,6,80,27,0,1.8
21,10,77,28,0,1
19,10,74,29,0,1.6
19,9,69,30,0,1.5
10,5,62,32,0,2
20,13,59,32,0,2.2
18,13,57,33,0,2.1
19,18,56,33,0,1.9
23,16,62,33,0,1.6
29,19,69,31,0,1.2
30,18,67,31,0,1.2
25,14,65,31,0,0.7
21,11,67,30,0,0.9
27,7,70,29,0,1.5
21,11,71,29,0,1.2
22,9,72,29,0,2.1
10,9,78,28,0,0.9
13,10,78,27,0,0.7
12,8,77,27,0,0.8
11,12,84,26,0.4,0.9
7,5,87,26,0,1.2
7,6,91,26,3.4,0.5
6,4,92,26,0.6,0.8
6,2,88,26,0,0.7
14,4,85,26,0,0.7
25,3,83,27,0,0.7
29,11,82,27,0,0.8
32,15,80,27,0,1
28,13,82,27,0,1
30,15,78,28,0,0.7
24,10,74,28,0,1.1
25,13,73,28,0,1.2
16,7,76,28,0,1.1
14,11,74,28,0,1.4
8,9,73,28,0,0.7
17,9,71,28,0,1.6
14,9,71,28,0,1.4
12,6,69,28,0,0.7
10,5,69,28,0,0.7
21,0,79,27,0,1.2
20,9,82,27,0,1.9
16,14,84,26,0,1.5
9,13,83,26,0,2
18,12,83,26,0,1.7
23,7,83,27,0,2.1
27,4,81,27,0,2.2
26,6,82,27,0,2.4
25,5,81,27,0,2.9
22,11,80,28,0,2.7
24,9,79,28,0,2.1
29,13,78,28,0,2
32,8,76,29,0,2.7
27,9,76,29,0,2.7
25,9,74,30,0,3
25,12,66,31,0,3.4
30,13,63,32,0,3.6
28,7,62,32,0,3.8
31,10,64,32,0,3.8
28,13,64,31,0,4.6
28,15,68,30,0,3.5
25,13,71,30,0,3.4
28,13,73,29,0,2.8
21,16,72,29,0,1.4
18,20,71,29,0,2.4
14,13,72,28,0,1.9
11,13,72,28,0,2.3
11,5,72,28,0,1.4
12,12,71,28,0,1.3
12,7,73,27,0,1.3
6,10,73,27,0,1.9
10,9,69,28,0,1.5
18,9,68,28,0,1.7
27,16,67,29,0,2.9
28,8,67,30,0,2.9
29,20,65,30,0,2.8
30,12,63,31,0,3.1
30,21,82,28,3,1.1
22,22,79,29,0,1.6
20,22,71,31,0,1.2
19,18,68,32,0,1.9
26,20,74,31,0,1.9
28,28,70,31,0,1.9
31,23,70,31,0,1.5
38,22,71,30,0,1.5
39,20,74,30,0,1.9
41,27,76,29,0,2
32,26,77,29,0,1.1
30,24,79,29,0,1.2
27,25,79,29,0,1.5
28,22,79,28,0,1.6
23,23,81,28,0,1.3
26,20,81,28,0,1.1
30,15,82,27,0,1.2
37,20,82,27,0,0.6
29,25,83,27,0,0.3
30,32,80,28,0,0.4
27,27,74,29,0,1.2
27,24,78,28,0.2,1.2
31,24,80,28,0,1.2
32,25,69,31,0,1
35,27,63,32,0,1.3
30,24,58,33,0,1.1
28,29,57,34,0,1.7
35,25,57,33,0,1.9
32,26,58,33,0,1.9
25,21,59,32,0,2.2
19,21,62,32,0,1.7
23,23,66,31,0,1.5
27,22,71,30,0,1.1
36,25,79,29,0,1.2
39,23,82,28,0,1.2
49,31,79,28,0,0.4
42,33,79,28,0,1.1
42,33,83,28,0,0.9
46,30,83,28,0,0.9
44,30,86,27,2.8,0.3
40,33,85,27,0.4,0.5
22,23,89,26,2.6,0.9
22,22,90,27,0,0.3
20,16,88,27,0,0.4
31,27,84,28,0,0.7
32,22,78,29,0,0.3
38,26,67,30,0,0.6
39,28,63,32,0,0.5
47,29,61,32,0,0.9
55,35,60,32,0,1.3
53,33,56,33,0,2.1
49,32,56,33,0,1.7
41,26,57,35,0,1.7
32,19,60,34,0,2.1
25,23,62,33,0,1.6
32,23,65,32,0,1.3
41,32,71,31,0,2.2
49,32,76,31,0,1.6
44,36,77,30,0,1
36,28,77,30,0,1.3
33,25,79,30,0,1
34,29,79,30,0,0.8
30,33,79,30,0,0.7
35,36,80,30,0,1.2
43,41,83,29,0,0.9
41,35,80,29,0,0.9
39,41,81,29,0,0.8
37,35,79,29,0,0.9
43,37,76,30,0,0.9
51,37,70,31,0,1.3
48,40,64,33,0,0.6
55,39,61,34,0,1.6
53,47,63,34,0,1.3
60,44,60,34,0,1.5
57,49,60,34,0,1.7
52,42,58,34,0,2
43,18,61,34,0,1.8
36,11,62,33,0,1.2
35,28,63,33,0,1.1
43,35,64,32,0,1.1
43,43,70,31,0,1.7
40,39,73,31,0,1.3
32,32,72,31,0,0.8
39,31,73,30,0,0.9
42,29,75,30,0,1.3
44,36,77,30,0,1.3
35,29,77,30,0,1.2
31,30,76,30,0,0.9
31,25,76,30,0,0.8
34,22,77,30,0,0.9
36,25,78,29,0,0.5
44,29,76,30,0,1.2
49,37,72,31,0,0.7
57,44,65,32,0,0.7
49,47,62,33,0,1.1
52,45,59,34,0,2.1
43,37,55,35,0,1.6
43,33,50,35,0,1.5
40,26,47,35,0,2.8
36,25,52,34,0,1.4
31,22,54,34,0,2
29,26,55,34,0,1.3
30,30,62,33,0,1
39,31,66,33,0,1.7
38,32,71,33,0,1.9
49,33,72,33,0,1.1
52,38,74,33,0,0.9
55,44,76,32,0,1.7
56,43,79,32,0,1.4
58,48,81,32,0,0.5
64,48,83,31,0,1.2
59,47,80,31,0,1.1
63,46,81,31,0,1.5
69,44,81,31,0,1.4
71,48,82,31,0,1.1
69,41,81,31,0,1.6
57,43,78,32,0,0.6
64,45,70,33,0,0.1
61,48,64,34,0,0.7
74,61,66,34,0,1.4
61,51,62,35,0,1.6
57,46,57,36,0,1.2
44,29,53,37,0,1.5
49,29,54,36,0,2.5
50,32,56,36,0,1.8
48,39,56,35,0,1.8
39,38,55,33,0,1.7
36,31,64,32,0,2.4
30,29,69,31,0,1.3
38,35,72,31,0,1
44,36,75,31,0,1.4
48,35,78,30,0,1.2
46,30,77,30,0,0.4
45,37,78,30,0,1.4
52,43,80,30,0,0.9
58,41,81,29,0,0.9
58,45,82,29,0,0.4
54,46,82,29,0,1.4
56,50,83,29,0,0.7
57,44,82,29,0,1.3
65,41,79,30,0,0.8
66,50,71,31,0,0.7
66,54,62,33,0,0.7
64,47,57,34,0,0.3
71,43,59,34,0,1.5
65,44,59,33,0,1.9
57,48,55,34,0,1.5
39,40,54,34,0,2.2
36,39,54,34,0,2.4
37,36,55,33,0,2
44,39,60,33,0,0.8
48,38,63,32,0,1.1
52,45,62,32,0,0.7
55,49,62,32,0,1.4
56,51,61,32,0,0.8
53,44,74,30,0,2.5
32,29,76,29,0,1.6
19,16,76,29,0,1.5
10,7,75,29,0,0.5
10,12,75,29,0,1.2
6,5,76,29,0,0.8
9,8,75,29,0,0.2
8,2,75,29,0,1.2
10,9,76,29,0,0.7
10,6,75,30,0,0.3
22,10,75,30,0,1
24,12,75,30,0,1
25,16,75,30,0.2,0.8
23,21,69,32,0,0.9
23,16,65,32,0,1
17,14,78,29,3.8,2.2
14,9,89,28,4.2,0.6
13,10,82,29,0,0.4
18,12,81,29,0.6,1.8
9,8,87,27,8.2,2
7,5,86,27,1.2,1.7
7,2,85,27,0.2,0.7
8,6,83,27,0,0.3
6,10,81,28,0,0.4
3,12,84,27,0,1.2
4,9,87,27,0,1.4
6,3,82,28,0,1.4
9,0,78,28,0,1.4
7,0,78,28,0,1.5
12,4,79,28,0,1.5
7,7,81,27,0.2,2.4
15,11,85,26,0,1.8
7,6,82,27,0,2
12,7,78,28,0,1.9
9,4,72,29,0,2.5
11,6,70,30,0,2.8
16,2,74,29,0.4,3
12,6,73,30,0,2.5
15,4,62,32,0,3.5
5,10,60,32,0,3.2
6,4,57,32,0,3.8
8,9,55,32,0,4.3
13,7,56,31,0,3.8
20,11,60,31,0,3.3
20,11,61,31,0,3
19,14,60,30,0,2.9
16,16,61,30,0,2.1
12,10,62,30,0,1.1
6,13,61,30,0,1.5
13,11,63,29,0,1.6
11,15,65,29,0,1.8
11,12,68,28,0,1.2
5,10,69,28,0,1.3
5,9,69,28,0,1.1
9,10,72,27,0,0.6
8,11,70,28,0,1.4
12,7,69,28,0,1.1
13,2,60,29,0,1.3
16,0,53,31,0,2.3
19,8,50,32,0,2.2
24,12,42,34,0,2.7
28,14,38,34,0,4.6
27,9,37,34,0,4.1
21,6,37,33,0,3.9
25,7,42,32,0,3.8
27,10,43,35,0,3.8
32,15,42,46,0,4.1
24,14,42,49,0,4
26,13,47,40,0,3.6
26,10,51,30,0,3.1
30,10,49,30,0,3
24,13,51,30,0,2.4
20,13,51,30,0,1.6
16,18,53,29,0,2.1
17,12,53,29,0,2
12,12,53,29,0,2.6
12,6,53,29,0,2.6
5,7,55,29,0,2.7
16,6,61,27,0,1.4
13,6,59,26,0,1.4
22,4,58,26,0,1.7
14,2,72,24,1.6,1.7
12,7,84,24,0,1.6
14,7,80,25,0,1.9
21,6,72,26,0,1.5
24,11,72,28,0,1.7
27,15,74,28,0,2.4
19,15,80,27,0.6,2.3
21,14,81,27,0.2,2.5
8,8,82,26,0,2.6
9,12,81,26,0,3.1
3,3,78,26,0,1.9
7,7,76,27,0,1.7
3,11,74,27,0,1.4
9,13,74,27,0,2
14,9,75,26,0,1.6
14,4,74,26,0,1.7
10,2,75,26,0,1.4
5,8,74,26,0,1.6
6,5,73,26,0,1
3,10,75,26,0,1.1
4,4,77,26,0,0.8
7,11,76,26,0,1.1
6,10,75,26,0,0.7
12,10,74,26,0,1.1
9,10,66,28,0,1.5
20,5,59,30,0,1.6
16,12,54,32,0,2.5
18,10,52,33,0,3.1
18,14,49,34,0,2.8
24,11,47,34,0,2.3
39,9,51,33,0,2.1
35,14,60,32,0,2.2
35,18,59,32,0,2.1
27,12,61,31,0,1.7
32,19,59,31,0,2
28,15,61,30,0,1.5
26,24,61,30,0,2
23,18,60,29,0,1.3
21,11,63,28,0,1.6
19,8,66,28,0,1.3
10,8,66,28,0,1.2
9,8,64,28,0,1.2
10,10,71,27,0,1.5
14,2,73,26,0,1.3
11,9,71,26,0,1.7
10,7,73,25,0,1.5
7,7,72,25,0,1
9,5,67,26,0,1.5
9,6,61,27,0,2.1
17,7,52,30,0,1.9
19,8,46,31,0,2.2
23,11,42,32,0,1.6
25,12,42,34,0,2
30,15,53,33,0,2.2
32,19,60,32,0,2.8
34,19,56,33,0,2.4
29,18,51,33,0,2.2
32,10,51,33,0,2.2
25,15,57,31,0,2.1
33,20,65,30,0,1.4
26,22,71,29,0,1.6
31,21,72,28,0,2.4
21,12,73,28,0,1.7
20,9,74,28,0,1.5
17,10,76,28,0,1.8
21,11,77,27,0,1.6
25,8,79,27,0,1.7
22,8,78,27,0,2.2
14,6,80,26,0,1.5
5,11,79,26,0,1.7
6,9,77,26,0,1.5
16,14,74,27,0,1.2
20,10,68,28,0,1.8
25,10,62,29,0,1.8
23,9,55,31,0,1.8
27,20,52,32,0,2
27,16,51,33,0,1.6
27,14,52,34,0,2.2
39,13,62,33,0,2.4
33,18,62,33,0,2.3
35,24,63,32,0,2.8
26,26,62,32,0,2.3
33,26,63,31,0,1.8
32,19,64,31,0,1.9
30,8,67,30,0,2.2
28,10,69,29,0,2.4
30,13,72,29,0,2.4
23,16,74,28,0,1.6
19,11,77,28,0,2
16,12,79,28,0,2.5
19,14,80,27,0,1.7
19,13,78,27,0,1.5
16,8,79,27,0,1.4
13,7,78,27,0,1.7
18,6,76,27,0,1.6
18,12,74,27,0,1.4
23,5,69,28,0,1.6
18,5,64,30,0,1.8
23,9,58,31,0,2.1
24,13,54,32,0,1.6
28,20,54,33,0,1.7
26,14,51,34,0,2.4
27,14,50,34,0,2.6
30,11,51,33,0,2.7
29,9,52,33,0,2.2
24,6,53,32,0,1.8
25,9,56,32,0,1.8
34,8,58,31,0,1.9
37,13,61,30,0,1.6
31,8,61,30,0,2
19,11,66,29,0,1.6
14,11,68,29,0,1.7
16,9,69,28,0,1.5
12,10,71,28,0,1.5
17,5,73,28,0,1.7
12,7,72,28,0,1.4
16,6,72,27,0,1.5
8,10,72,27,0,1.4
9,5,71,27,0,1.4
12,8,69,27,0,1.8
21,5,67,28,0,1.3
25,10,66,29,0,1.8
28,13,63,30,0,2.1
30,21,60,31,0,1.2
32,21,57,32,0,1.8
34,19,60,32,0,2.2
30,12,58,33,0,2.3
27,16,58,32,0,2.3
22,14,69,30,0,1
17,16,81,27,0.2,1.8
17,12,76,26,0,1.7
12,6,71,26,0,1.9
13,3,72,26,0,1.1
8,3,71,26,0,0.9
14,8,68,27,0,1.4
18,9,72,26,0,1.1
15,8,72,26,0,1.2
14,3,70,26,0,1.5
10,0,72,26,0,1.1
8,0,73,26,0,1
11,2,73,25,0,1.5
9,3,71,25,0,1.3
9,2,72,26,0,1.1
7,3,71,26,0,1.5
10,6,68,27,0,1.4
