퐑�� PM10,퐑�� PM2.5,퐑�� RH,퐑�� Temp,퐑�� Rain,퐑�� Wind
43,25,77,13,0,0.9
45,26,78,13,0,1.1
51,31,79,13,0,0.6
57,40,79,13,0,0.5
61,40,74,15,0,1.3
56,29,71,17,0,1.3
45,25,66,18,0,0.9
34,22,68,18,0,1.3
33,18,70,18,0,0.2
27,16,70,18,0,0.3
33,15,71,18,0,0.7
38,10,72,17,0,0.9
39,9,71,17,0,1.1
43,12,75,16,0,1
38,11,76,16,0,1.4
42,18,78,16,0,1.3
48,22,78,16,0,0.6
51,22,77,16,0,0.6
49,25,78,16,0,0.4
42,24,80,16,0,0.4
40,23,82,16,0,1
51,29,82,16,0,0.8
51,25,84,16,0,1.3
39,18,85,15,0,1.9
38,20,86,15,0,2.4
43,24,87,15,0,2.8
50,30,81,15,0,3.9
65,41,67,15,0,3.9
78,51,55,16,0,5.3
87,54,50,18,0,6.1
99,57,49,19,0,5.7
110,57,45,20,0,5.2
111,56,42,20,0,3.1
117,48,41,20,0,3.5
130,43,41,20,0,5.9
131,45,40,20,0,5.6
133,44,43,19,0,4.9
138,44,49,18,0,5.1
131,49,50,17,0,4.3
117,50,42,16,0,2.9
114,50,45,15,0,2.6
116,49,50,14,0,2.1
106,49,52,14,0,1.9
95,50,53,13,0,1.4
89,48,54,12,0,1.4
98,50,58,12,0,1.4
105,56,62,12,0,1.1
103,59,68,11,0,1
97,59,71,11,0,1.6
97,60,71,11,0,1.4
92,60,71,11,0,1.6
94,61,69,12,0,1
110,62,60,15,0,1.7
105,51,50,17,0,1.2
88,36,51,18,0,1.5
78,31,52,19,0,0.6
82,37,53,19,0,1.4
89,38,56,19,0,1.6
90,34,67,19,0,1.3
100,46,71,18,0,1.3
110,56,75,17,0,1.2
105,56,80,17,0,0.9
109,57,82,16,0,0.7
120,57,84,16,0,1.2
130,62,85,16,0,1.1
138,66,86,15,0,0.9
142,68,87,15,0,0.6
142,72,88,15,0,0.8
144,78,82,15,0,1.4
132,80,74,15,0,1.1
108,64,71,14,0,1.3
100,58,73,14,0,0.7
99,63,75,14,0,0.5
108,71,78,14,0,0.7
98,64,88,13,0,1.6
78,57,91,13,0,0.7
117,77,92,14,0,0.9
154,97,81,17,0,0.4
138,84,52,21,0,0.7
119,72,54,22,0,1.7
117,71,61,21,0,2
110,64,61,21,0,1.6
105,60,64,20,0,1
100,59,58,20,0,0.9
99,57,55,21,0,0.6
109,58,69,19,0,0.4
130,69,74,19,0,1
126,70,77,18,0,0.6
139,74,75,19,0,0.5
161,89,72,19,0,0.4
150,88,78,19,0,0.7
132,79,82,18,0,0.4
128,77,84,17,0,1.6
133,81,85,17,0,0.9
133,84,86,17,0,1.5
138,89,85,17,0,0.7
153,93,84,17,0,0.6
149,96,84,17,0,0.9
149,101,85,17,0,1.6
153,100,83,18,0,0.2
158,107,75,19,0,0.7
170,117,60,21,0,1.8
166,109,53,23,0,0.6
161,105,58,23,0,1.3
132,85,68,22,0,1.5
101,64,61,22,0,0.7
94,57,59,22,0,0.7
111,57,56,22,0,0.6
119,58,49,22,0,0.8
110,58,64,21,0,1.1
106,57,64,20,0,2.9
94,52,73,18,0.6,3.5
93,53,76,18,0.6,2.7
97,56,82,17,0.6,3.1
90,59,79,17,0.8,3.9
95,62,83,17,2,2.7
90,62,83,16,0,4
83,63,84,17,0,2.8
77,57,86,18,0.6,3.1
42,31,89,19,12,4.1
21,19,91,19,6.2,2.1
22,15,92,19,0.2,1.6
32,23,92,19,0,1.6
43,38,92,19,0,0.9
65,56,91,20,0,1.5
82,65,82,22,0,1.6
68,46,79,23,0,0.3
39,26,82,22,0,0.1
31,22,79,22,0,2.3
34,19,77,22,0,1.4
31,14,73,22,0,1.1
37,21,74,22,0,1.3
42,27,74,21,0,1.8
46,27,79,20,0,1.1
53,28,82,20,0,2.3
55,36,86,19,0,2.7
60,46,85,18,0,2.1
65,49,86,18,0,1.3
72,49,87,18,0,1.3
79,56,88,18,0,1.7
83,61,88,17,0,1.2
86,55,90,18,0,2
81,49,89,18,0,2
70,48,89,18,0,2
60,43,88,18,0,1.8
60,45,87,17,0,2
59,46,86,17,0,1.5
54,41,85,17,0,1.5
56,39,78,19,0,2.3
66,43,74,20,0,2.9
83,50,71,22,0,3
93,60,70,23,0,0.5
100,70,71,23,0,0.7
103,61,70,22,0,1.2
104,54,72,22,0,2.7
106,52,74,21,0,2.8
109,49,76,21,0,5.1
98,43,76,20,0,6.4
86,38,77,19,0,6.2
84,37,77,19,0,3.8
86,43,76,18,0,2.4
87,49,77,18,0,2.5
86,52,77,18,0,3
93,53,78,18,0,3.7
88,55,78,18,0,4.6
79,54,77,18,0,4.5
90,55,78,17,0,4.3
98,59,80,17,0,3.9
100,60,81,17,0,3.4
103,57,82,16,0,3.4
100,56,81,17,0,4
101,56,78,17,0,3.7
112,53,72,18,0,4.3
119,50,68,19,0,3.8
127,51,66,20,0,4
143,54,67,21,0,4.6
153,52,65,22,0,4.7
159,53,66,22,0,4.5
159,54,65,22,0,5
150,55,68,21,0,5.3
133,50,71,20,0,5.4
110,41,73,19,0,5.1
92,38,74,19,0,5.3
79,37,73,18,0,5.3
76,34,71,18,0,4.4
73,36,70,18,0,4.1
67,36,71,17,0,3.7
67,36,73,17,0,3.4
67,38,73,17,0,4.3
64,34,72,17,0,4.3
57,28,72,17,0,5.4
67,30,73,16,0,4.8
72,33,74,16,0,4
67,30,72,16,0,4.1
66,33,71,16,0,4
68,36,71,16,0,3.7
72,39,70,17,0,3.8
79,42,67,18,0,3.4
90,47,64,19,0,3.3
92,49,62,21,0,2.4
105,45,63,21,0,2.2
106,38,64,21,0,3.8
92,33,64,21,0,4.4
86,36,65,21,0,4.7
78,36,68,20,0,4.7
77,31,70,20,0,3.8
73,30,70,19,0,3.5
61,33,70,19,0,3.8
50,30,71,18,0,3.2
49,28,71,17,0,2.1
53,29,72,17,0,1.6
54,32,73,17,0,1.2
55,34,73,17,0,0.3
57,29,74,17,0,0.4
59,27,76,16,0,1.1
60,30,78,16,0,0.5
60,33,79,16,0,0.9
61,32,80,16,0,0.8
62,34,82,16,0,1.1
76,41,82,16,0,1.2
84,46,80,18,0,0.3
73,38,82,18,0,1.2
62,23,80,19,0,2
54,17,79,19,0,1.4
55,16,76,19,0,1
59,17,76,19,0,0.4
57,24,75,20,0,0.9
60,32,74,20,0,1
61,34,72,21,0,1.2
64,29,79,20,0,1.5
59,22,83,19,0,0.5
49,20,85,19,0,1.4
53,23,86,19,0,2.3
61,25,86,18,0,2.2
65,28,87,18,0,1.3
65,33,87,18,0,0.4
68,34,87,18,0,1.1
75,35,87,17,0,1.4
71,40,86,17,0,1.3
67,42,85,17,0,1.4
64,44,85,17,0,1.7
65,45,84,17,0,1.7
68,46,84,17,0,1.4
71,52,83,18,0,1.1
75,55,80,19,0,1.5
82,53,75,20,0,2
81,52,65,23,0,2.3
67,47,57,25,0,2.4
61,41,53,26,0,3.1
65,40,56,25,0,2.7
73,46,65,24,0,2.4
83,53,78,22,0.2,1.1
89,55,79,22,0.2,0.4
88,58,83,21,0.2,1.3
78,58,86,21,1.6,1.9
68,51,89,20,1,1.2
70,52,90,20,0,1.5
78,61,89,20,0,2.7
73,61,87,20,0,1.8
61,48,84,20,0,2
53,34,81,20,0,1.7
42,28,82,20,0,1.2
38,26,82,20,0,1.4
44,28,85,20,0,1.6
59,38,88,20,0,1.4
61,45,88,20,0,1.3
62,49,88,19,0,1.3
60,48,88,20,0,1.6
72,55,87,20,0.2,3.4
87,66,82,21,0,3.3
76,62,80,22,0,0.8
67,52,80,22,0,2.1
61,43,76,23,0,1.1
56,35,75,23,0,0.5
43,25,78,22,0,1.4
38,27,82,21,0,3.2
43,27,83,21,0,4.4
40,20,84,20,0,4.8
40,21,85,20,0,4
45,26,86,19,0,3.9
60,32,86,19,0,3.7
66,37,87,19,0,3
66,42,87,19,0,2.5
68,42,88,19,0,3.4
64,42,88,19,0,3.1
62,45,88,19,0,2.7
62,42,88,19,0,1.5
59,42,88,19,0,0.6
54,40,88,19,0,1.5
55,38,88,19,0,0.9
56,40,88,19,0,0.8
59,41,87,19,0,0.8
64,42,85,20,0,1.4
68,43,83,21,0,0.6
97,45,86,20,0,1
126,49,87,19,0,3.7
119,50,88,19,0,3.9
87,44,87,20,0,3.5
76,36,86,20,0,2.3
79,36,87,20,0,3.3
77,44,89,19,0,3.6
70,42,89,19,0,3.8
54,35,88,19,0,3.4
48,32,88,18,0,3.2
49,33,88,18,0,3.4
49,34,87,18,0,2.9
50,33,87,18,0,3.5
44,30,88,18,0,3.2
46,34,89,18,0,2.7
65,42,90,18,0,2.4
78,46,91,18,0,1.6
75,39,91,18,0,2.1
51,27,92,17,0,3.9
35,20,93,17,0,3.1
27,8,92,17,0,3.5
21,2,91,18,0,3.6
22,7,90,18,0,1.7
34,16,86,20,0,1.2
40,21,82,21,0,0.9
48,26,81,21,0,1.3
55,31,72,24,0,0.7
48,24,74,24,0,1.5
40,23,80,22,0,1.7
32,21,81,21,0,1.9
34,20,82,20,0,2.2
42,18,81,21,0,3
40,13,82,20,0,3.1
35,14,83,20,0,2.9
45,22,84,19,0,2.3
55,30,85,19,0,2.5
65,35,86,19,0,2.5
71,39,87,18,0,2.7
75,40,87,18,0,2.7
78,42,87,18,0,2.1
76,43,87,18,0,1.8
79,41,87,18,0,2.1
95,42,88,18,0,2.1
116,39,89,18,0,1.8
111,33,90,18,0,1.4
82,31,91,18,0,2.5
75,31,92,18,0,1.1
77,30,91,18,0,0.2
77,34,90,19,0,0.7
78,40,88,19,0,1.3
94,51,84,20,0,0.9
98,56,73,23,0,1.6
73,43,66,25,0,1.9
54,29,65,25,0,2.2
34,19,66,25,0,3.1
31,20,70,24,0,2.3
35,22,77,22,0,1.5
35,22,82,22,0,0.1
38,23,83,22,0,0.9
46,26,83,21,0,1.5
62,34,83,21,0,2.4
71,42,82,21,0,1.7
70,46,82,21,0,1.2
76,51,84,21,0,0.4
82,54,85,21,0,1.4
84,60,84,21,0,1.3
93,65,85,21,0,0.6
97,68,85,21,0,1
103,71,87,21,0,1.4
117,79,87,21,0,0.2
120,81,84,22,0,0.9
83,57,77,24,0,1.5
50,36,79,24,0,1.4
46,30,82,23,0,0.1
59,34,80,23,0,1.4
67,39,79,23,0,0.7
49,29,80,22,0,1
39,26,81,22,0,2.5
44,27,83,21,0,3.5
40,20,86,20,0,3.9
34,18,85,20,0,4.6
35,20,84,19,0,5
33,22,85,19,0,3.8
34,23,84,19,0,2.5
42,27,85,18,0,4.2
45,32,86,18,0,4.4
49,28,85,18,0,4.7
48,22,84,19,0,4.5
37,22,84,18,0,4.9
27,20,84,18,0,4.2
27,17,85,18,0,4
31,15,84,19,0,5.1
26,18,86,19,0,4.3
24,23,86,19,0,3.7
31,20,82,20,0,4.5
33,20,77,21,0,4.8
38,23,74,22,0,3.6
40,24,72,23,0,1.9
51,22,74,23,0,2.3
60,20,81,21,0,2.1
57,25,86,20,0,4.3
57,28,87,20,0,2.9
45,21,87,19,0,2.6
32,16,88,19,0,4.7
35,22,88,18,0,5.6
24,19,88,18,0,6.3
12,8,88,18,0,6.3
15,5,88,18,0,5.6
13,4,86,18,0,5.2
12,4,85,18,0,5.1
16,6,85,18,0,4.7
23,12,86,18,0,4.2
27,16,86,18,0,3.6
27,18,86,18,0,4.7
29,23,87,17,0,3.5
31,27,87,17,0,3.4
23,21,87,17,0,4.1
21,16,86,18,0,3.3
34,21,85,18,0,2.8
51,30,81,20,0,1
73,34,77,21,0,0.4
61,24,76,22,0,0.2
38,17,76,22,0,0.5
42,14,77,22,0,0.8
42,14,78,22,0,2.3
39,14,80,21,0,0.8
35,12,82,21,0,1
29,12,84,20,0,0.4
32,14,85,19,0,1.3
43,20,86,19,0,2.6
46,23,86,19,0,3.8
43,24,86,19,0,3.1
40,26,85,19,0,1.2
50,30,86,19,0,1.5
55,32,86,19,0,2.9
42,31,85,19,0,3.1
44,35,85,19,0,4.2
48,36,86,18,0,5.2
33,21,86,18,0,4.8
21,10,84,18,0,4.9
16,9,83,17,0,5.4
15,10,82,16,0,5
23,10,78,17,0,5.4
23,11,73,18,0,2.8
39,17,73,19,0,5.5
65,18,69,19,0,7.6
64,14,65,20,0,6.3
68,14,67,19,0,4.8
75,17,66,19,0,7.3
68,18,66,17,0,8.5
62,15,67,16,0,8.4
46,16,68,15,0,7.3
32,18,70,14,0,7.3
32,17,72,14,0,6.2
33,18,73,14,0,5.9
27,19,73,14,0,5.6
22,19,72,14,0,5.1
27,20,72,14,0,5.3
35,22,71,14,0,5
33,20,71,14,0,4.7
31,17,71,14,0,4.9
32,15,72,14,0,4.2
32,18,73,14,0,4.6
40,26,75,14,0,4.1
44,29,76,14,0,3.8
54,33,75,15,0,4.4
64,34,74,15,0,4.1
57,29,73,16,0,2.6
55,28,70,17,0,1.9
67,37,67,18,0,2
77,40,63,20,0,1.6
75,42,65,20,0,0.5
85,47,69,19,0,0.4
94,52,70,19,0,0.3
81,43,72,19,0,1.8
76,42,74,19,0,1.8
76,34,76,19,0,1.4
79,34,79,18,0,1.9
79,41,80,18,0,2.4
81,43,80,18,0,2.1
88,44,79,18,0,1.6
84,46,79,18,0,1.6
77,50,80,18,0,1.4
79,50,80,18,0,0.7
84,48,81,19,0,1
90,50,85,19,0,1.2
92,50,87,18,0,0.7
92,50,88,18,0,0.1
94,50,88,18,0,0.1
94,54,87,19,0,0.1
110,66,76,21,0,2.1
119,73,66,23,0,2.5
98,64,60,25,0,2.5
79,48,56,27,0,2.5
90,50,59,27,0,2.4
104,62,63,26,0,2.4
93,61,73,24,0,1.7
79,53,77,23,0,0.9
73,48,79,22,0,0.8
88,54,80,22,0,1.7
105,65,81,20,0,3.1
108,67,79,20,0,2.5
108,66,79,20,0,3.1
97,61,76,20,0,3.9
89,61,77,20,0,3.6
100,67,81,19,0,4.2
93,53,82,18,0,4.9
54,29,82,17,0,5.6
31,16,81,16,0,6
33,14,79,16,0,6.2
40,23,77,16,0,5.6
46,31,76,16,0,5.1
53,37,75,16,0,5.9
55,38,74,16,0,5.4
55,31,72,16,0,4.5
65,32,68,17,0,5.2
65,35,68,18,0,5.3
64,38,70,18,0,4.9
70,34,68,19,0,5.3
66,28,69,19,0,5.2
54,23,68,19,0,5.5
55,24,71,18,0,5.2
55,29,73,17,0,4.8
44,26,74,17,0,4.8
39,22,75,17,0,4.7
38,21,76,16,0,4.5
34,25,78,16,0,6.1
29,24,80,16,0,5.2
20,18,83,16,0,4.5
20,18,82,16,0,5.7
27,20,83,16,0,4.8
26,18,83,15,0,4.6
24,15,82,16,0,4.9
21,15,82,16,0,4.6
20,14,82,16,0,4.7
27,17,83,15,0,4.2
24,17,83,15,0,3.6
32,15,82,16,0,1.8
46,20,80,17,0,0.5
44,17,77,19,0,1.7
40,11,74,20,0,3.2
44,14,74,20,0,4.2
49,18,74,20,0,4.4
45,14,74,20,0,2.7
48,16,73,20,0,2.4
49,18,76,20,0,2.7
42,11,82,20,0,3.7
39,8,84,19,0,3.7
33,10,87,19,0,3.7
24,8,87,18,0,5.8
21,8,87,18,0,4.7
21,10,87,18,0,3.5
29,8,86,18,0,3.7
31,10,86,18,0,4
32,12,86,18,0,3.8
31,14,85,18,0,3.7
23,14,85,18,0,3.7
27,15,87,17,0,4.6
24,14,87,17,0,5.4
17,8,85,17,0,5.2
16,5,82,16,0,5.7
18,8,82,16,0,3.5
23,9,81,17,0,3.6
27,10,80,17,0,3.7
38,16,79,18,0,2.6
50,18,75,19,0,1
60,21,72,20,0,2.1
66,25,70,20,0,3.8
67,26,70,21,0,4.9
70,29,71,21,0,3.8
62,25,76,20,0,3.3
54,21,79,19,0,4.8
50,21,79,18,0,4.5
44,24,80,18,0,3.6
50,30,80,18,0,3.3
57,29,80,18,0,2.8
55,30,81,18,0,3
49,26,81,18,0,3
44,27,82,18,0,2
44,27,83,18,0,2
45,26,83,18,0,3
40,27,82,18,0,4.2
37,27,82,17,0,4.4
37,28,83,17,0,3.1
39,29,84,17,0,3.9
39,28,84,17,0,3.9
35,24,83,18,0,3.6
40,19,79,19,0,4
48,19,78,19,0,3.1
54,20,74,21,0,3.7
55,22,74,21,0,1
55,29,75,21,0,1.4
61,33,75,21,0,1.8
60,29,76,21,0,2.9
62,26,77,20,0,4.6
61,26,79,20,0,4.5
57,30,80,19,0,4.5
56,30,82,18,0,4
51,32,83,18,0,3.4
45,31,82,18,0,3.8
39,25,82,18,0,3.9
35,24,82,18,0,3.7
44,25,82,18,0,3.9
49,21,82,18,0,3.7
44,20,83,18,0,3.4
43,22,84,18,0,3.5
38,22,84,17,0,3.4
31,22,84,18,0,3.5
32,20,84,18,0,2.9
35,17,83,18,0,2.3
32,17,79,20,0,3.8
39,18,77,21,0,2
53,25,75,22,0,0.7
44,27,75,22,0,2.1
55,25,78,21,0,2.8
72,24,85,19,0,1.3
56,24,85,18,0,1.8
67,40,87,18,0,1.8
68,40,87,18,0,3.4
49,27,86,19,0,2.5
49,27,84,19,0,0.8
50,33,83,19,0,0.5
67,48,81,20,0,1.1
82,54,81,20,0,1.7
82,48,81,21,0,1
75,43,80,21,0,1.1
70,41,78,21,0,2.4
71,42,77,21,0,2.6
70,45,78,21,0,1.9
62,44,78,21,0,1.8
66,46,78,21,0,1.9
70,50,79,21,0,1.3
70,51,83,21,0,2.4
75,50,88,20,0,4
73,53,87,20,0,5.2
70,47,83,21,0,5.9
68,37,77,21,0,7.2
76,40,71,23,0,6.9
97,32,66,23,0,6.6
108,25,64,22,0,7.4
106,26,64,22,0,7.4
103,27,64,21,0,7.4
106,30,65,20,0,7.6
99,30,65,18,0,7.3
71,22,65,17,0,6.8
42,21,66,16,0,6.2
29,21,66,16,0,6.6
35,15,65,16,0,6.7
39,13,67,16,0,7
37,16,68,16,0,5.6
39,15,69,16,0,6.3
34,12,69,16,0,4.9
39,18,68,16,0,5.3
54,23,67,16,0,6.3
55,24,68,16,0,5.4
57,28,72,16,0.2,5.7
51,26,74,15,0,5.2
44,23,78,15,0,4.5
40,22,82,14,0.4,5.1
35,19,81,15,0,4.6
34,21,78,16,0,4.5
38,22,72,17,0,4
56,27,67,18,0,5.6
62,26,65,18,0,3.8
68,28,67,17,0,5.8
79,36,67,17,0,5.7
67,37,68,16,0,4.4
54,34,71,15,0,5.4
43,27,71,15,0,4.9
42,23,73,15,0,5.3
42,21,78,14,0,4.8
32,20,84,13,0.2,3.9
27,16,86,13,0,3.5
24,10,85,14,0,4.5
20,11,84,13,0,4.2
16,12,85,13,0,4.2
16,14,85,13,0.2,4.2
22,16,84,13,0,4.6
23,17,82,13,0,4.5
21,18,81,13,0,4.1
22,18,82,13,0,3.8
26,19,84,13,0,3.4
29,18,84,14,0,2.8
37,16,82,15,0,2.7
42,13,81,15,0,4.2
34,11,80,16,0,4.2
35,14,79,16,0,3.6
39,17,79,16,0,4.3
33,20,79,16,0,3.9
34,20,81,15,0,3.8
33,18,82,15,0,3.9
26,19,83,15,0.2,4.6
20,18,86,15,0,3.9
22,15,87,14,0.2,3.3
24,15,87,14,0,3.2
24,17,87,14,0,3.1
27,20,87,14,0.6,3.8
23,19,88,14,0.6,3.5
24,17,89,14,0,3.2
29,15,88,14,0,2.9
32,15,88,14,0,4
26,14,89,14,0.2,3.9
16,11,89,14,0.2,3.6
18,10,89,14,0.2,3.4
20,14,89,14,0,2.7
18,17,87,14,0,3.8
24,15,86,15,0,4.1
28,15,84,15,0,4.8
37,18,80,16,0,5.9
38,21,79,16,0,5.8
39,21,80,16,0,4.3
39,18,78,16,0,4.7
35,16,75,17,0,4.5
38,19,77,17,0,4.4
38,21,77,16,0,5.1
34,20,77,16,0,4.4
35,18,79,16,0,3.8
38,23,80,15,0,3.5
38,26,81,15,0,3.6
39,26,80,15,0,3.5
45,31,81,14,0,3.1
50,32,82,14,0,2.5
53,27,83,14,0,1.8
48,24,85,14,0,1.5
42,24,85,14,0,2
46,28,83,15,0,1.9
45,29,82,15,0,1.8
42,26,82,15,0,0.3
42,26,82,15,0,0.7
50,34,82,16,0,0.5
62,40,78,18,0,1.5
57,32,73,19,0,1.1
55,28,79,20,0,0.5
70,33,79,20,0,0
86,35,76,21,0,0.4
79,35,76,21,0,0.5
65,36,77,21,0,0.2
60,29,79,20,0,0.5
64,30,80,20,0,1
76,34,81,20,0,1.3
81,36,83,20,0,1
81,39,85,20,0,0.6
75,35,86,19,0,1
62,29,86,19,0,2.1
56,27,86,19,0,1.8
57,30,86,19,0,1.4
68,36,87,18,0,0.4
75,40,88,18,0,1.2
78,40,89,19,0,0.8
76,35,90,19,0,0.9
76,38,90,19,0,1.8
88,43,91,19,0,2.3
93,51,91,18,0,1.9
111,67,90,19,0,1
116,70,87,20,0,1
106,69,81,21,0,0.8
109,70,76,23,0,0.8
108,70,73,23,0,2.1
94,59,78,22,0,1.6
81,47,79,22,0,0.4
73,47,77,22,0,1.1
64,41,76,22,0,1.2
54,39,78,22,0,0.7
54,34,81,21,0,0.4
64,38,83,21,0,1.2
67,45,85,21,0,1.2
71,44,86,21,0,0.9
83,52,87,21,0,0.7
88,64,87,21,0,0.8
100,70,87,21,0,0.7
106,73,88,21,0,1
106,76,87,21,0,1
94,67,83,21,0,0.5
83,63,82,21,0,0.6
92,64,88,20,0,1.9
99,58,90,20,0,0.9
99,57,91,19,0,0.7
88,57,87,20,0,1.4
77,56,74,23,0,1.3
79,64,67,25,0,0.8
90,68,62,27,0,1.4
87,58,62,27,0,2.7
82,50,68,26,0,1.6
73,38,70,26,0,1.7
67,48,77,24,0,1
79,57,77,24,0,0.8
87,52,77,24,0,0.5
90,52,78,24,0,1.4
90,57,78,24,0,1.4
97,69,79,24,0,0.7
110,75,81,23,0,0.6
109,76,85,23,0,0.5
110,77,85,23,0,0.5
128,89,84,23,0,1.2
131,97,82,24,0,0.3
104,79,87,22,0,0.7
87,60,89,22,0,0.8
97,61,90,22,0,1.7
97,57,91,21,0,2.4
93,53,92,21,0,0.9
130,60,92,21,0,1.3
141,69,92,21,0.4,0.9
109,73,92,21,2.6,0.8
108,74,92,22,0.2,0.7
112,77,91,22,0,0.4
127,77,89,23,0,0.8
114,76,83,24,0,1.3
101,75,78,26,0,1.8
94,65,76,26,0,1.5
82,48,77,26,0,2.4
73,44,78,25,0,2
68,46,82,25,0,1.6
64,45,84,24,0,0.8
64,45,87,23,0,1.1
75,52,87,23,0,1.1
83,57,87,23,0,0.3
87,54,87,23,0,1.2
78,47,87,24,0,1.4
65,43,87,24,0,1.1
57,39,87,24,0,0.6
51,33,88,24,0,0.3
46,32,88,24,0,0.3
50,30,89,24,0,0.5
57,35,90,23,0,0.6
76,50,91,23,0,0.4
105,60,91,23,0,0.8
125,72,88,24,0,1
119,65,82,26,0,1
94,45,76,27,0,2.6
109,34,74,28,0,3.3
95,29,73,28,0,4.7
55,24,76,28,0,3.9
62,28,80,26,0,2.9
70,33,82,26,0,2.5
65,32,80,26,0,3.3
59,31,83,25,0,2.9
55,32,85,25,0,2.5
54,32,85,25,0,2.8
56,26,85,25,0,2.8
54,22,83,25,0,3.2
43,18,80,25,0,4.2
40,14,81,25,0,3.4
43,17,82,25,0,3.2
38,17,81,24,0,2.8
37,9,79,24,0,2.7
37,9,80,24,0,2.3
38,12,80,24,0,2.3
40,10,82,24,0,2.2
48,12,83,23,0,2
53,18,82,24,0,2.3
50,21,75,25,0,4
49,18,68,26,0,4.2
57,22,62,28,0,4.6
70,24,57,29,0,5.5
73,26,52,30,0,5
71,26,64,28,0,7.4
68,15,65,27,0,8
57,13,66,27,0,6.6
51,14,72,26,0,6.3
51,10,76,26,0,6.1
49,8,78,25,0,4.4
51,15,78,25,0,3.8
53,19,80,25,0,4
54,17,82,25,0,3.3
55,18,83,24,0,3.6
51,18,83,24,0,2.5
50,21,84,24,0,2.8
55,21,83,24,0,2.5
56,21,83,23,0,2
53,23,83,23,0,1.9
56,27,80,23,0,2
62,30,80,23,0,1.3
65,31,84,22,0,1.4
70,35,82,23,0,1.6
79,37,73,25,0,2.2
79,36,59,28,0,2.3
75,41,54,30,0,2
83,43,71,28,0,4.7
68,33,75,27,0,4.3
40,19,76,27,0,2.4
32,10,76,26,0,1.1
27,11,76,26,0,0.5
26,15,81,25,0,0.8
33,21,84,23,0,1.2
34,25,85,23,0,1.3
34,28,86,23,0,1.1
43,33,87,23,0,1.1
46,30,87,23,0,0.9
51,35,86,23,0,0.9
64,48,86,23,0,0.8
65,48,88,22,0,0.8
65,50,88,22,0,1
70,52,87,23,0,0.6
73,46,87,23,0,0.8
79,38,88,23,0,1.9
84,35,91,22,0,2.8
81,40,92,21,0,3.8
72,35,92,21,0,3.5
73,37,92,22,0,3.3
81,44,89,23,0,2.3
77,46,75,25,0,1
78,53,74,26,0,2.2
89,58,84,22,0,1.8
88,61,86,22,0,1.4
81,62,86,22,0,1.4
86,61,86,22,0,0.8
108,65,88,22,0,2.6
117,69,87,22,0,2.7
126,72,86,22,0,1.9
121,71,86,22,0,1.4
109,68,87,22,0,1
110,67,88,21,0,0.8
87,60,89,22,0,1.5
70,53,89,22,0,2.3
70,52,90,21,0,2.7
67,52,89,21,0,2.1
73,52,88,22,0,1.7
73,53,86,22,0,2.8
66,53,86,22,0,3.3
62,45,86,22,0,2.8
57,40,87,21,0,2
64,47,88,21,0,1.8
78,54,87,22,0,2.5
66,53,82,23,0,3.6
51,43,77,24,0,3.2
55,36,80,23,0,2.9
53,28,79,23,0,4.7
53,25,76,24,0,1.9
50,31,76,24,0,1.6
55,37,77,24,0,0.5
64,37,80,23,0,1.7
66,38,81,22,0,3
68,41,83,22,0,2.7
61,41,83,22,0,4.8
55,37,82,21,0,4.3
53,38,81,21,0,4.7
45,33,82,20,0,4.8
39,25,83,20,0,3.8
38,20,82,20,0,4.1
34,17,81,20,0,4.5
33,20,81,19,0,3.6
35,22,80,19,0,3.6
29,24,80,19,0,4
29,25,78,20,0,5.2
38,23,79,20,0,6
43,20,79,20,0,4.9
46,25,78,20,0,4.3
51,32,76,21,0,4.2
67,35,72,23,0,3.5
101,48,69,23,0,3
136,64,68,24,0,2.9
148,66,65,24,0,4.8
147,61,63,24,0,5.1
134,60,61,24,0,5.6
125,54,63,23,0,5.5
115,49,64,22,0,5.4
103,53,64,21,0,5.3
87,54,65,21,0,5.1
83,48,65,21,0,5.3
89,45,65,20,0,5.3
89,51,66,20,0,4.3
90,52,68,20,0,3.5
89,49,67,20,0,3.8
86,50,68,20,0,2.9
82,50,67,20,0,3
79,47,67,20,0,2.6
82,48,69,20,0,1.3
83,48,70,20,0,1.7
77,44,72,20,0,0.8
72,46,71,20,0,0.4
94,56,70,21,0,0.9
115,58,69,22,0,1.2
112,52,67,23,0,1.8
100,47,75,22,0,0.8
88,37,79,20,0,6.2
71,25,79,18,0,8.2
53,19,81,18,0,8
35,12,81,18,0,7.5
27,8,81,17,0.8,5.8
21,7,86,16,1.4,5.5
15,9,88,16,0.6,4.5
27,15,87,16,0,4.9
35,18,86,16,0,4
35,20,86,16,0,4.6
31,26,85,17,0,5.2
22,21,81,18,0,8.1
23,15,82,18,0,6.4
20,9,81,18,0,6.7
16,8,81,18,0,7.1
22,10,81,18,0,7.8
22,9,82,18,0,7.1
18,10,82,18,0,6
20,10,83,18,0,4.7
26,10,80,19,0,6
29,8,75,20,0,6.2
34,8,69,21,0,6.6
53,12,65,22,0,6.2
67,17,63,22,0,6.2
71,19,64,23,0,6
76,21,63,23,0,6.5
76,21,64,22,0,7.2
71,17,65,22,0,6.1
61,15,69,21,0,6.7
46,14,70,20,0,6.1
29,12,69,19,0,5.9
28,10,71,18,0,6
31,9,71,18,0,4.9
23,10,71,18,0,4.2
20,8,72,18,0,4
20,8,75,17,0,3.5
20,10,80,17,0,2.9
