퐑�� PM10,퐑�� PM2.5,퐑�� RH,퐑�� Temp,퐑�� Rain,퐑�� Wind
21,14,81,17,0,3.1
24,13,79,17,0,3.1
20,11,79,17,0,2.5
17,12,81,17,0,1.9
23,12,82,17,0,2.7
23,10,80,17,0,3.7
22,11,78,18,0,4
27,14,78,18,0,3.7
32,12,77,18,0,4.3
35,13,78,19,0,5.5
35,16,77,18,0,5.5
34,20,78,18,0,5.3
32,20,78,18,0,6.5
30,17,78,17,0,7
27,13,80,17,0,6.5
24,14,80,17,0,6.9
24,13,82,16,0,5.7
23,13,85,16,0,4.5
18,10,84,16,0,4.6
20,8,82,16,0,5.1
22,11,82,16,0,4.3
29,13,83,16,0,4.3
28,12,85,16,0,3.8
21,12,86,16,1,3.4
23,13,88,16,2.4,3.2
23,13,89,16,0.8,3.3
21,16,90,16,0,3.2
28,18,89,17,0.4,3.4
33,18,89,18,0,3.1
35,15,88,18,0,2.9
35,13,87,18,1,2.8
33,14,86,19,0.2,2.9
34,20,83,19,0,3.3
45,23,79,20,0,3.3
45,18,79,21,0,2.9
37,16,79,22,0,1.7
40,15,78,22,0,1.4
37,13,79,22,0,2.1
33,19,82,21,0,2.2
37,19,83,21,0,3
34,16,83,21,0,3.6
29,13,86,20,0,2.6
29,15,88,20,0,2.7
32,19,88,20,0,2.2
32,19,88,20,0,2.7
38,20,88,20,0,2.3
43,19,88,20,0,1.1
43,18,89,20,0,0.6
40,18,89,20,0,0.7
39,17,89,19,0,1.5
50,18,90,19,0,2.4
51,22,90,19,0,2.4
40,25,90,19,0,2.7
31,20,90,19,0,2.3
28,19,89,19,0,2.3
38,18,88,20,0,2.5
42,20,87,20,0,2.7
32,23,87,20,0.4,2.8
29,22,89,20,0.4,2.2
37,20,86,21,0,1.7
34,20,86,21,0,2.7
28,18,81,22,0,3
31,14,80,22,0,2.3
33,10,81,22,0,2
34,13,80,21,0,4.2
37,22,83,20,0,4.1
39,26,84,19,0,3.9
29,22,83,19,0,3.1
27,22,81,19,0,2.5
24,19,79,19,0,3.7
15,12,74,19,0,4.4
22,15,74,18,0,3.2
23,13,68,18,0,3.6
21,12,69,18,0,4
27,15,74,17,0,4.1
27,17,74,17,0,4.1
26,18,75,17,0,4.1
24,18,75,17,0,4.4
23,15,63,18,0,5.1
31,16,57,20,0,4.9
39,20,53,21,0,4.8
53,18,55,22,0,3.1
79,22,60,23,0,1.6
86,27,62,23,0,2.3
83,28,62,23,0,2.1
81,24,64,23,0,1.4
71,23,64,23,0,2.5
76,25,67,22,0,1.2
68,26,68,22,0,2.8
57,28,71,21,0,2.8
64,33,73,21,0,1.7
71,38,75,20,0,1.5
72,39,76,20,0,1.2
83,46,76,20,0,0.9
90,51,78,20,0,0.4
92,46,82,20,0,1
87,44,82,19,0,1.9
77,48,81,19,0,1.7
77,51,80,19,0,1.3
77,53,80,19,0,1.6
76,52,81,19,0,1.3
81,52,82,18,0,1.4
86,54,78,20,0,0.8
98,60,73,22,0,0.4
112,71,67,24,0,1.2
117,81,64,25,0,1.2
122,86,61,26,0,1.6
116,86,61,26,0,2.4
89,68,62,26,0,1.9
60,36,67,25,0,0.2
48,25,71,24,0,1.3
45,22,70,24,0,1.1
48,19,74,23,0,1.1
45,16,76,23,0,2
43,18,79,23,0,1.8
43,21,81,22,0,1.1
46,22,82,22,0,0.6
51,26,82,22,0,0.8
64,35,83,22,0,1.3
83,49,80,21,0,1.3
94,61,78,21,0,1
93,67,80,21,0,0.6
98,70,80,21,0,1
97,64,83,21,0,0.4
84,54,86,21,0,0.9
100,62,83,21,0,0.7
111,76,83,22,0,0.9
99,62,86,22,0,0.9
94,53,82,23,0,0.8
98,53,75,25,0,1.2
84,44,68,26,0,1.3
57,35,61,27,0,2.3
37,26,58,27,0,1.2
31,19,59,27,0,1.3
24,12,60,27,0,1.3
29,12,62,27,0,1.3
35,14,63,26,0,1.2
38,19,66,25,0,0.8
38,21,69,25,0,0.7
42,22,69,25,0,0.6
53,32,74,24,0,0.4
54,37,76,24,0,0.3
46,33,79,24,0,0.9
50,35,76,24,0,1.2
70,38,76,24,0,0.8
86,45,77,24,0,0.3
84,52,78,24,0,1.2
84,53,81,24,0,1.1
92,57,81,24,0,0.4
90,56,80,24,0,0.4
86,56,77,25,0,1.4
77,49,74,27,0,0.9
65,37,71,28,0,2.1
65,39,69,28,0,3.1
61,36,70,29,0,3.9
59,30,67,29,0,4.4
55,29,69,29,0,5.3
49,27,69,29,0,6
42,19,72,28,0,5.8
35,14,75,28,0,4.9
34,12,78,27,0,4.1
38,11,82,26,0,3.4
40,15,84,26,0,3.2
34,14,85,26,0,2.9
34,12,85,26,0,4.3
38,10,83,26,0,2.9
33,11,83,26,0,2.9
35,13,85,25,0,2.6
43,14,86,25,0,1.7
42,16,87,25,0,1.5
40,16,88,25,0,2.2
57,17,88,25,0,2.8
61,20,88,24,0,2.6
46,22,88,24,0,2.2
50,23,85,25,0,2.4
48,23,78,27,0,3.5
49,26,71,29,0,3.2
51,30,68,29,0,3.7
37,21,71,29,0,4.8
32,15,72,29,0,5.2
37,17,71,29,0,5.2
40,19,75,28,0,4.6
39,16,78,27,0,4.4
28,13,78,27,0,3.6
26,12,79,26,0,3.4
27,13,83,25,0,2.8
32,19,86,25,0,2.9
33,17,87,25,0,2.8
28,13,87,25,0,3.1
33,15,88,25,0,2.8
38,19,88,25,0,2.4
37,17,89,24,0,2.8
32,18,90,24,0,2.4
33,21,91,24,0,2.1
32,18,91,24,0,2.7
35,17,91,24,0,2.5
44,20,91,24,0,2
45,23,91,24,0,2.1
50,20,89,25,0,2.7
49,23,83,26,0,3.7
48,31,72,28,0,4.6
42,31,71,28,0,4.4
31,18,74,29,0,5.1
32,8,73,29,0,6.5
32,12,73,28,0,7.3
27,10,74,28,0,6.7
29,11,75,28,0,6.2
31,11,77,28,0,5.3
34,13,80,27,0,5.1
35,16,83,26,0,4.5
34,8,83,26,0,4.4
31,9,82,26,0,3.7
27,13,84,26,0,3.6
24,8,85,25,0,3.5
24,8,86,25,0,3.2
24,8,86,25,0,2.8
28,10,87,25,0,3.5
32,12,86,24,0,3.4
31,10,87,24,0,3.2
28,11,88,24,0,3
26,9,88,24,0,3
24,9,87,24,0,3.6
29,15,83,25,0,3.9
40,21,77,26,0,4.2
43,24,72,28,0,4
76,22,71,29,0,4.5
77,19,71,29,0,5.8
35,12,67,30,0,6.3
32,9,67,30,0,6.5
31,8,68,29,0,6.4
26,11,71,29,0,5
27,13,72,28,0,4.9
26,13,77,27,0,4.3
26,13,82,27,0,3.5
33,10,86,26,0,3
39,13,84,26,0,2.5
43,26,87,26,0,2.2
43,28,89,25,0,2.2
39,22,89,25,0,2.5
35,21,89,25,0,3.2
38,18,89,25,0,2.8
42,16,90,24,0,3.1
43,23,89,24,0,2.8
53,31,89,24,0,2.4
60,34,90,24,0,2.2
59,32,90,24,0,2.4
76,30,87,25,0,3.5
75,32,79,27,0,3.3
54,37,73,28,0,3
55,43,67,29,0,3
55,39,65,30,0,3.4
44,30,60,31,0,3.5
31,23,62,30,0,4.2
26,15,66,30,0,4
22,12,68,29,0,4.7
38,14,71,29,0,4.5
46,12,72,28,0,4.3
35,12,78,27,0,3.6
33,13,81,27,0,2.8
32,13,80,26,0,2.1
31,20,80,26,0,1.8
37,22,81,26,0,1.2
42,25,83,26,0,1.7
42,25,83,25,0,1
39,19,82,25,0,0.2
38,18,83,25,0,0.4
42,20,84,25,0,0.8
43,24,84,24,0,1.3
40,25,83,24,0,1.8
40,22,83,25,0,1.9
42,22,77,26,0,1
44,30,73,27,0,1
49,29,67,29,0,0.9
51,24,65,29,0,1.4
43,23,67,29,0,2.3
35,20,65,29,0,1.6
31,15,65,29,0,0.6
23,10,66,29,0,1.5
21,8,67,29,0,1.5
17,7,66,29,0,0.7
20,11,70,28,0,0.3
27,16,77,27,0,1.1
31,16,77,27,0,0.9
31,17,76,27,0,0.7
29,13,73,27,0,1
26,13,73,27,0,0.5
18,15,73,27,0,0.5
22,10,75,26,0,0.7
27,7,77,26,0,0.5
24,8,79,26,0,0.9
27,10,80,25,0,1.3
28,9,79,25,0,0.4
27,13,81,25,0,0.7
29,16,81,25,0,0.7
29,16,80,26,0,1.3
37,17,76,27,0,1.7
40,16,71,29,0,1
32,11,66,30,0,1.2
22,13,63,30,0,1.8
24,20,62,30,0,2.4
32,20,61,31,0,2.6
33,16,61,31,0,3.2
33,16,61,30,0,2.6
40,23,65,29,0,1.8
50,25,80,28,0,2.2
61,24,82,27,0,2.2
66,30,81,27,0,1
61,32,85,26,0,0.6
61,32,87,26,0,1.9
61,32,88,25,0,3.5
56,26,88,24,0,4.4
43,20,88,24,0,4.1
43,16,87,24,0,4.5
42,11,87,23,0,5.7
37,9,87,22,0,5.2
29,14,87,22,0,5
23,20,86,22,0,5.4
26,20,84,22,0,6.1
35,18,79,22,0,5.9
39,16,75,23,0,6.3
51,16,71,24,0,5.4
82,20,70,24,0,6.2
108,23,70,24,0,6.3
110,26,69,25,0,6.6
104,25,69,24,0,6.8
93,21,71,23,0,6.7
82,20,73,22,0,6.6
72,20,74,22,0,7
56,14,75,21,0,6.5
45,10,75,20,0,6
45,15,76,20,0,6.8
43,16,76,20,0,6.7
42,11,76,19,0,8
38,8,76,19,0,6.9
28,8,76,18,0,7
23,8,75,18,0,7.4
27,10,74,17,0,7
29,11,75,17,0.2,7.9
32,9,74,17,0,8.1
34,13,73,17,0,8.3
22,10,75,16,0,7.8
16,6,75,17,0,7.5
24,18,71,17,0,8
24,17,70,18,0,7.5
33,6,70,18,0,6.6
37,8,69,18,0,6.4
40,11,67,19,0,7
43,15,66,20,0,6.8
50,13,65,20,0,7.6
50,8,64,20,0,6.9
44,10,68,19,0,7.4
42,12,70,18,0,7.2
39,8,71,18,0,7.2
33,4,72,17,0,7
26,8,74,17,0,6.4
24,12,76,17,0,6.2
24,14,79,16,0,5.7
21,15,79,16,0,5
18,13,78,17,0,5.5
22,14,78,17,0,5.5
28,13,80,16,0,5.4
28,12,80,16,0,4.4
26,12,82,16,0,3.8
24,10,85,16,1.8,3.8
27,13,88,16,0.6,3.3
28,13,89,16,0,2.6
24,10,89,16,0,2.6
22,10,87,17,0,2.8
24,9,79,20,0,3.6
35,8,72,22,0,2.6
48,16,72,22,0,1.8
59,24,69,23,0,2.8
61,23,69,23,0,3.5
67,24,68,23,0,4.7
77,29,70,23,0,4.2
70,31,75,22,0,4
57,35,75,22,0,4.6
49,32,76,21,0,4.5
50,26,77,20,0,4.4
51,27,77,20,0,4.3
46,28,78,20,0,4.4
46,27,80,20,0,4.4
45,24,80,20,0,4.5
34,23,78,20,0,4.2
33,22,79,20,0,4
31,20,80,19,0,4.3
27,20,81,20,0,3.9
33,19,82,19,0,3.6
34,18,83,19,0,3.2
32,18,83,19,0,3.3
35,17,82,20,0,3.6
32,16,80,20,0,2.9
45,18,81,21,0,2.2
53,18,80,21,0,3.8
54,23,81,21,0,3
55,27,82,21,0,3.5
44,20,80,21,0,4.1
37,17,81,21,0,4.6
38,20,81,20,0,5.1
32,17,83,20,0.6,5.3
32,19,84,19,0,5.5
32,20,82,18,0,5.5
27,17,81,18,0,5.8
27,13,80,18,0,6.8
31,11,80,18,0,6.9
27,13,83,17,0,6
23,14,81,17,0,6.2
27,17,81,17,0,5.6
27,18,81,17,0,4.8
26,13,81,17,0,5.3
31,15,81,17,0,6.2
32,20,83,16,0,5.6
27,19,85,16,0,4.9
22,14,84,16,1,5.9
21,15,86,16,2.2,5
24,17,88,16,1.4,5
26,14,88,16,0,4.3
31,17,88,17,0.8,4
32,20,88,17,0.4,4.5
32,19,87,17,0.4,4.6
35,19,88,17,0.4,3.8
32,19,89,17,0.6,3.7
31,19,89,17,0.6,4.1
32,18,89,17,1.4,4
26,17,89,17,1.8,4.9
26,16,89,17,1.4,4.5
27,15,89,17,0.6,3.8
29,18,89,17,0.8,3.6
31,24,90,17,0.6,4.4
33,28,90,17,1,4.1
32,29,90,17,0.6,2.8
26,25,90,17,0.6,2.7
26,17,89,17,0.4,3.4
22,12,88,17,0,3.1
18,12,87,17,0,2.3
21,11,85,17,0,2.6
23,10,85,18,0,3.1
21,11,86,18,0,3.5
21,14,85,19,0,3.7
21,9,82,20,0,4.3
27,7,81,21,0,2.8
31,8,79,22,0,4.3
28,10,77,22,0,2.2
29,16,76,23,0,2.6
33,12,77,22,0,3.4
40,11,77,22,0,4.2
42,14,77,22,0,4.7
34,10,78,21,0,4.6
27,9,79,21,0,4.2
23,13,79,20,0,4.2
23,18,81,20,0,3.5
32,24,83,20,0,2.6
42,28,84,20,0,1.4
46,29,86,20,0,0.7
43,27,85,20,0,2.7
37,21,82,19,0,2.6
39,21,82,20,0,2.5
43,22,81,20,0,2.9
48,25,79,20,0,3.5
53,30,78,20,0,4
54,29,79,20,0,4
49,26,79,20,0,3.5
50,26,76,21,0,3.8
54,28,74,22,0,4.4
55,27,66,22,0,4.5
55,27,59,23,0,5.9
70,33,60,23,0,5.2
81,38,58,23,0,4.6
88,35,49,24,0,3.4
90,55,43,24,0,3.1
92,74,37,24,0,2.9
84,35,35,24,0,3.4
79,32,35,23,0,3.8
79,31,37,22,0,2.7
73,31,40,21,0,2.4
73,33,41,21,0,2.8
81,32,47,21,0,3.3
81,33,50,20,0,3.1
78,35,52,20,0,2.4
77,31,47,20,0,2.9
67,20,38,20,0,2.3
56,15,42,20,0,2.1
60,15,56,19,0,1.6
64,17,55,18,0,1.1
60,24,57,17,0,1.5
64,30,65,17,0,1.9
70,28,59,19,0,1.6
67,24,47,21,0,1.3
61,21,27,22,0,0.9
55,19,25,22,0,1.7
54,20,22,23,0,2.2
57,22,26,23,0,2.3
62,16,32,23,0,2.4
64,15,40,22,0,1.7
61,21,40,22,0,1.2
54,20,40,22,0,1.2
48,20,43,21,0,0.8
49,21,45,20,0,1.1
46,19,50,19,0,1
59,28,52,19,0,1.5
68,34,55,18,0,1.8
65,28,56,18,0,0.6
72,30,60,17,0,1.6
78,38,65,16,0,1.4
77,38,64,16,0,1.6
71,34,67,15,0,1.3
66,34,69,15,0,1.6
54,31,67,14,0,1.9
38,22,60,15,0,1.8
37,15,57,15,0,1.9
37,15,51,18,0,1.9
48,22,45,21,0,1.2
71,34,42,23,0,2.4
90,45,40,24,0,2.5
90,48,38,25,0,2.5
77,49,39,25,0,2.6
78,50,44,25,0,3
84,44,52,25,0,2.6
78,36,54,25,0,2.6
66,24,58,24,0,1.8
60,21,63,23,0,1.5
55,27,66,23,0,1.2
50,29,67,23,0,0.5
55,32,67,23,0,0.4
61,35,68,22,0,0.7
77,48,69,22,0,0.3
97,61,71,22,0,0.8
100,62,73,22,0,0.6
105,65,75,21,0,1
103,65,74,21,0,1.2
95,63,75,21,0,0.6
98,61,76,21,0,1.3
99,61,77,21,0,0.5
104,67,76,21,0,0.6
104,68,71,23,0,0.7
98,63,62,25,0,1.2
86,57,54,27,0,1.9
71,48,57,27,0,2.8
68,42,63,27,0,2.8
68,35,64,27,0,2.2
66,25,64,27,0,2.5
61,20,62,28,0,2.9
55,18,61,28,0,3
51,20,69,27,0,3
54,20,76,25,0,2.6
53,18,79,25,0,1.6
51,19,81,24,0,0.8
54,23,82,24,0,0.6
56,26,83,24,0,0.3
54,21,83,24,0,0.3
59,25,84,23,0,0.6
67,35,85,23,0,1
67,31,84,23,0,1.1
67,27,83,22,0,0.9
64,27,84,22,0,1.2
59,28,86,21,0,1.1
61,33,85,21,0,0.9
62,34,85,21,0,1.2
72,41,83,22,0,1.2
86,47,76,24,0,1.9
86,45,64,26,0,0.6
81,45,64,27,0,0.7
97,55,68,27,0,2
101,62,71,27,0,1.5
84,52,71,26,0,0.7
76,45,76,26,0,0.2
79,47,76,26,0,1
77,41,78,25,0,0.7
75,41,81,24,0,1.6
84,46,82,24,0,1.9
92,53,84,24,0,1.5
98,60,84,24,0,2.2
103,69,84,24,0,1.8
112,75,83,24,0,0.7
114,78,83,24,0,0.3
111,74,82,24,0,0.6
112,69,82,25,0,0.8
105,60,79,25,0,1.2
93,55,79,25,0,1.5
88,57,80,25,0,0.8
82,53,81,25,0,0.6
81,50,80,25,0,1.1
88,56,76,27,0,0.8
70,42,74,28,0,3
48,25,72,29,0,4.1
45,20,73,30,0,4.3
48,11,72,30,0,6.1
46,8,74,30,0,7
40,12,76,29,0,7.6
33,11,80,29,0,6.3
32,11,81,28,0,7.5
33,8,84,28,0,6.2
32,9,87,27,0,5.2
33,8,88,27,0,4.8
29,6,88,27,0,5.9
24,6,89,27,2,5
23,8,91,26,0.4,3.5
22,7,89,26,0,3.4
23,4,86,27,0,3.6
23,5,84,27,0,4
24,5,83,27,0,4.3
24,8,83,27,0,3.8
23,11,84,26,0,3.3
21,10,85,26,0,2.5
21,9,86,26,0,3.5
22,6,88,26,0,2.9
26,8,86,27,0,3.5
31,16,85,27,0,3.4
34,14,81,28,0,4.8
31,7,71,30,0,5.5
27,8,63,31,0,6
29,10,61,31,0,6.1
32,8,56,31,0,5.8
40,13,66,29,0,5
35,13,74,28,0.2,4.5
22,9,76,27,0,4.1
24,7,78,27,0,4.7
24,8,81,27,0,3.1
24,10,80,27,0,2.9
33,17,78,27,0,2.7
34,24,79,27,0,3.2
28,20,80,26,0,3.7
27,15,81,26,0,3.6
29,13,81,26,0,3.6
32,15,81,26,0,3.4
26,15,81,26,0,3.1
22,16,81,26,0,3.3
26,15,81,25,0,2.9
26,14,83,25,0,2.6
26,13,82,25,0,3.4
33,17,77,26,0,3.4
40,22,74,27,0,3.7
60,20,67,29,0,4
49,17,59,30,0,4.3
47,19,61,30,0,4.9
44,20,61,30,0,5.5
42,22,61,31,0,5.7
46,16,59,31,0,5.8
45,12,63,30,0,7.1
34,12,63,29,0,6.5
27,10,68,28,0,4.5
28,10,70,28,0,3.3
29,10,72,27,0,2.3
24,14,76,27,0,2.1
24,13,76,27,0,1.8
26,11,77,27,0,1
29,14,78,26,0,0.7
38,12,82,23,0,2
38,15,82,23,0,2.9
32,16,83,22,0,5.1
29,15,85,20,1.4,4.8
24,18,89,20,3.4,4.6
28,17,90,20,4,2.8
37,18,91,22,0.6,2
37,17,91,22,0,1.5
28,15,89,21,0.2,2.8
22,15,85,21,0,2.6
37,22,81,22,0,3.8
49,31,77,23,0,3.7
55,37,73,24,0,3.9
78,47,73,24,0,3.4
92,51,75,23,0,4.6
86,48,76,23,0,4.6
78,44,78,22,0,4.7
71,41,77,21,0,3.9
60,39,78,21,0,3.7
60,35,78,21,0,3.7
66,37,78,20,0,3.4
64,41,79,20,0,3.2
59,39,80,20,0,3.3
53,34,79,20,0,3.8
50,30,79,20,0,4.1
46,24,79,20,0,4.5
37,16,78,20,0,4.8
29,15,78,20,0,5
24,17,79,20,0,4.4
23,14,79,20,0,4.5
24,13,78,20,0,4.3
28,13,76,21,0,4.7
26,11,72,22,0,4.9
29,13,69,23,0,4.6
46,21,68,24,0,4.7
65,26,67,25,0,6
75,29,66,25,0,6.8
81,27,66,25,0,5.6
89,22,66,25,0,5.9
84,23,68,24,0,5.7
81,19,69,24,0,6.5
68,16,69,23,0,5.8
51,18,69,22,0,5.4
42,17,70,22,0,4.7
38,16,70,21,0,4
34,15,65,21,0,4
32,10,67,21,0,3.5
31,11,67,21,0,3.8
29,16,67,20,0,3.2
31,17,69,20,0,3
32,16,69,20,0,3.7
32,17,72,20,0,2.9
29,18,73,20,0,2.5
24,12,73,20,0,1.7
29,8,73,20,0,1.4
35,12,72,21,0,1.9
43,19,71,23,0,1.6
56,22,68,24,0,0.6
57,22,69,25,0,1.4
45,20,67,26,0,0.6
51,25,65,27,0,0.6
64,21,70,27,0,0.7
57,13,76,26,0,0.8
54,17,78,25,0,1.9
56,20,81,24,0,2.2
57,22,82,24,0,2.3
61,21,85,23,0,2.2
66,20,86,22,0,3.1
75,27,87,22,0,3
79,27,87,22,0,1.8
73,28,87,23,0,2.2
72,27,88,23,0,1.8
70,22,88,23,0,0.5
67,26,88,22,0,0.7
71,29,88,22,0,1.4
78,30,88,22,0,1.4
75,27,88,22,0,2.4
70,28,88,22,0,2.8
71,32,88,23,0,2.5
72,26,87,23,0,2.2
73,26,85,24,0,1.4
72,29,84,24,0,1.2
72,27,83,24,0,0.7
77,24,80,25,0,1
86,30,81,24,0,1.1
78,32,79,25,0,1.4
75,28,81,25,0,1.4
78,26,81,25,0,3.7
73,26,80,25,0,4.4
70,26,81,25,0,3.7
59,21,83,24,0,4.1
51,22,84,23,0,4.4
56,28,84,23,0,4
59,30,84,23,0,3.9
49,28,84,23,0,3.7
43,24,83,22,0,2.9
44,25,83,22,0,4.1
44,29,82,22,0,3.7
45,30,83,22,0,3.4
45,29,84,21,0,2.8
39,25,83,21,0,3.2
37,21,80,22,0,3.1
43,18,80,22,0,2.5
43,18,76,23,0,3.7
43,22,72,24,0,4.2
51,25,68,26,0,3
59,26,67,27,0,1.2
81,30,71,27,0,2.3
89,30,72,27,0,1.5
72,22,72,26,0,3.2
78,18,69,26,0,3.5
88,22,68,26,0,3.2
76,25,71,25,0,4.5
68,21,73,25,0,4
66,22,74,24,0,3.9
55,23,72,24,0,4.3
44,22,70,23,0,5
49,18,69,22,0,3.3
51,19,70,22,0,2.5
50,21,71,22,0,3
50,20,71,22,0,3
48,17,72,22,0,3
53,16,72,22,0,3.2
54,18,72,21,0,2.6
49,17,74,21,0,2.8
46,20,76,21,0,2.8
48,23,75,22,0,2.8
48,19,71,23,0,3.6
46,22,68,25,0,3.6
51,25,65,26,0,2.4
60,29,66,27,0,0.4
60,33,67,27,0,0.5
65,27,68,27,0,0.7
64,21,71,27,0,0.3
53,21,73,26,0,0.5
50,23,77,26,0,2.5
54,21,78,25,0,2.1
61,24,82,24,0,2.6
66,26,84,24,0,2.7
62,22,85,24,0,3
53,23,85,24,0,1.7
48,24,85,24,0,1.7
50,23,84,24,0,0.7
46,24,85,24,0,0.8
49,24,88,24,0,0.8
56,25,89,23,0,1
61,24,89,23,0,1.6
70,26,89,23,0,1.3
70,31,89,23,0,0.9
67,37,89,23,0,0.5
78,37,89,23,0,0.6
88,37,88,24,0,1
94,41,84,25,0,0.6
92,42,80,25,0,1.8
83,37,79,25,0,1.5
84,34,77,26,0,1.5
81,47,75,26,0,1.4
77,46,73,27,0,0.9
75,43,72,27,0,1.2
73,39,73,26,0,1.5
66,38,72,26,0,1.4
57,36,76,25,0,1.4
57,41,78,25,0,0.4
61,43,78,25,0,0.6
70,43,77,25,0,0.9
75,41,77,25,0,1.3
67,43,76,25,0,1.2
64,47,73,25,0,1.5
66,49,72,25,0,1.8
72,52,72,25,0,1.6
71,49,73,24,0,1.6
68,49,75,24,0,0.8
78,53,74,24,0,0.5
77,52,72,25,0,0.6
71,46,72,25,0,0.4
75,49,67,26,0,1.5
61,40,63,27,0,1.8
49,29,65,28,0,2
53,31,63,29,0,2.1
49,30,64,30,0,2.7
45,27,67,29,0,3.2
42,20,70,29,0,3.3
38,17,73,28,0,3.9
37,18,73,28,0,3.2
34,13,75,28,0,2.6
33,10,79,27,0,1.8
28,13,82,26,0,0.8
24,15,84,26,0,0.7
27,13,84,26,0,0.5
29,16,85,26,0,0.7
35,22,86,25,0,1.1
38,25,87,25,0,0.6
40,25,88,25,0,1.8
40,26,88,25,0,2.8
33,26,87,25,0,2.3
31,21,87,25,0,1.4
32,19,88,25,0,1.1
34,19,88,25,0,1.5
37,19,87,25,0,2.2
42,20,83,26,0,2.4
42,21,74,28,0,2.5
37,23,70,28,0,2.8
34,25,70,29,0,3.6
28,18,69,29,0,3.9
32,17,68,29,0,4.1
38,20,68,29,0,4.1
35,15,68,29,0,3.9
35,15,70,29,0,3.8
35,16,73,28,0,3.2
35,19,78,27,0,2.6
37,20,82,26,0,1.9
37,21,84,26,0,0.9
40,22,84,26,0,0.9
42,24,85,26,0,1
48,29,85,26,0,1.5
53,36,85,26,0,1.4
56,39,86,25,0,0.7
57,34,85,26,0,0.2
51,30,86,26,0,0.9
43,29,87,25,0,0.9
39,28,87,25,0,1.7
44,27,86,25,0,1.7
53,29,84,25,0,1.4
61,38,82,26,0,2.2
67,45,77,27,0,2.1
67,42,73,28,0,0.6
57,42,71,28,0,1.6
46,41,70,28,0,1.1
57,43,69,29,0,1.9
66,43,69,28,0,2
75,41,70,28,0,2
83,35,70,28,0,1.7
84,34,73,27,0,1.5
84,36,76,26,0,1.2
77,37,77,26,0,1.3
66,35,75,26,0,1
66,41,78,26,0,0.3
71,43,81,26,0,0.4
67,33,84,25,0,1.1
78,38,83,25,0,0.3
92,49,83,25,0,0.9
90,50,85,25,0,1
81,38,85,25,0,1
79,42,85,25,0,1
95,56,86,25,0,1.2
93,54,87,25,0,0.9
75,44,88,25,0,1.1
72,39,86,26,0,1.3
77,43,82,26,0,1.4
79,47,78,27,0,1.6
73,43,74,27,0,1.6
73,45,74,28,0,2.2
79,45,77,27,0,1.7
71,40,79,27,0,1.1
62,36,80,26,0,0.8
60,35,78,26,0,0.8
60,34,75,27,0,1.5
67,40,71,27,0,1.1
70,45,74,27,0,0.5
70,45,78,27,0,0.7
76,43,77,27,0,0.8
87,47,77,27,0,0.6
88,54,80,26,0,0.9
83,53,80,26,0,1.2
88,53,79,26,0,0.8
92,57,80,26,0,1.2
95,58,81,26,0,0.9
95,58,83,25,0,1
90,56,83,25,0,1.2
88,53,83,25,0,1.3
77,49,81,26,0,1.9
57,36,73,27,0,2.4
54,33,69,29,0,3.1
57,38,66,30,0,3.8
60,39,67,30,0,4.2
55,36,65,31,0,4.4
49,31,64,32,0,4.9
54,22,68,31,0,7.3
48,14,71,30,0,7.1
39,11,75,29,0,7
38,11,76,29,0,6.1
35,18,78,28,0,4.6
38,22,82,27,0,3.8
42,21,84,27,0,2.9
44,21,85,27,0,2.1
44,25,84,27,0,2.6
45,25,85,26,0,2.5
43,24,87,26,0,2.8
39,24,88,26,0,3.4
38,22,88,26,0,3.3
40,20,88,26,0,2.9
43,20,88,26,0,2.8
43,22,89,26,0,2.8
45,25,89,26,0,2.6
45,26,87,26,0,3.3
43,29,83,27,0,3.6
42,28,81,27,0,3.4
37,23,78,28,0,3.8
34,22,75,29,0,3.6
29,14,70,30,0,4.8
18,8,71,30,0,5.5
18,11,70,30,0,5.8
18,6,72,30,0,6
18,5,74,29,0,5.8
22,8,77,29,0,4.7
23,8,78,28,0,4.1
21,9,80,28,0,2.9
23,11,81,27,0,2.2
33,17,81,27,0,2
31,17,82,27,0,1.7
31,15,83,27,0,1.6
31,19,84,27,0,1.7
24,14,84,27,0,1.1
22,10,83,27,0,1.1
24,13,84,26,0,1.3
23,11,86,26,0,1.6
23,8,87,26,0,1.4
24,11,87,26,0,1.1
28,12,88,26,1.8,1.6
32,12,90,26,2.4,1.9
29,14,91,26,0,2
24,16,89,27,0,2
23,19,84,27,0,1.2
28,21,81,28,0,1.1
29,18,80,28,0,1.4
26,17,79,28,0,0.9
29,20,77,28,0,0.8
32,23,77,28,0,0.4
37,23,78,27,0,0.9
49,27,79,27,0,1.6
55,32,80,27,0,0.9
57,31,81,26,0,0.7
54,28,83,26,0,0.6
56,29,84,26,0,0.5
56,29,85,25,0,0.6
45,25,87,24,0.4,0.5
33,25,89,22,0.8,2.2
32,24,90,22,0,2.1
40,26,89,22,0,2.8
42,27,89,22,0,2.2
44,25,89,22,0,0.6
43,26,89,22,0,0.6
44,28,89,22,0,0.7
50,29,89,23,0.4,1.1
48,33,90,23,0.2,1.2
46,32,90,23,0,2.4
43,27,90,23,0,2.2
44,34,87,24,0,2.2
53,34,84,24,0,1
43,25,84,24,0,0.6
28,20,85,23,0.2,1.6
28,20,87,23,0,3
35,25,88,23,0,2.7
45,32,88,23,0,0.8
50,33,88,24,0,0.5
49,26,89,24,0,1.6
40,21,87,24,0,2.5
